captador;fecha_lectura;tipo_polinico;granos_de_polen_x_metro_cubico
VILL;2024/01/13 00:00:00.000;Castaño;
VILL;2024/01/13 00:00:00.000;Compuestas;
VILL;2024/01/13 00:00:00.000;Corylus;
VILL;2024/01/13 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/13 00:00:00.000;Ericaceae;
VILL;2024/01/13 00:00:00.000;Eucalipto;
VILL;2024/01/13 00:00:00.000;Fresno;
VILL;2024/01/13 00:00:00.000;Gramíneas;
VILL;2024/01/13 00:00:00.000;Moreras;
VILL;2024/01/13 00:00:00.000;Olivo;
VILL;2024/01/13 00:00:00.000;Olmos;
VILL;2024/01/13 00:00:00.000;Otros;
VILL;2024/01/13 00:00:00.000;Pinos;
VILL;2024/01/13 00:00:00.000;Plantago;
VILL;2024/01/13 00:00:00.000;Plátano de paseo;
VILL;2024/01/13 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/13 00:00:00.000;Populus;
VILL;2024/01/13 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/13 00:00:00.000;Quercus;
VILL;2024/01/13 00:00:00.000;Rumex (Acederas);
VILL;2024/01/13 00:00:00.000;Sauces;
VILL;2024/01/13 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/14 00:00:00.000;Abedul;
VILL;2024/01/14 00:00:00.000;Aligustre;
VILL;2024/01/14 00:00:00.000;Aliso;
VILL;2024/01/14 00:00:00.000;Arce;
VILL;2024/01/14 00:00:00.000;Artemisia;
VILL;2024/01/14 00:00:00.000;Castaño;
VILL;2024/01/14 00:00:00.000;Compuestas;
VILL;2024/01/14 00:00:00.000;Corylus;
VILL;2024/01/14 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/14 00:00:00.000;Ericaceae;
VILL;2024/01/14 00:00:00.000;Eucalipto;
VILL;2024/01/14 00:00:00.000;Fresno;
VILL;2024/01/14 00:00:00.000;Gramíneas;
VILL;2024/01/14 00:00:00.000;Moreras;
VILL;2024/01/14 00:00:00.000;Olivo;
VILL;2024/01/14 00:00:00.000;Olmos;
VILL;2024/01/14 00:00:00.000;Otros;
VILL;2024/01/14 00:00:00.000;Pinos;
VILL;2024/01/14 00:00:00.000;Plantago;
VILL;2024/01/14 00:00:00.000;Plátano de paseo;
VILL;2024/01/14 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/14 00:00:00.000;Populus;
VILL;2024/01/14 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/14 00:00:00.000;Quercus;
VILL;2024/01/14 00:00:00.000;Rumex (Acederas);
VILL;2024/01/14 00:00:00.000;Sauces;
VILL;2024/01/14 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/15 00:00:00.000;Abedul;
VILL;2024/01/15 00:00:00.000;Aligustre;
VILL;2024/01/15 00:00:00.000;Aliso;
VILL;2024/01/15 00:00:00.000;Arce;
VILL;2024/01/15 00:00:00.000;Artemisia;
VILL;2024/01/15 00:00:00.000;Castaño;
VILL;2024/01/15 00:00:00.000;Compuestas;
VILL;2024/01/15 00:00:00.000;Corylus;
VILL;2024/01/15 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/15 00:00:00.000;Ericaceae;
VILL;2024/01/15 00:00:00.000;Eucalipto;
VILL;2024/01/15 00:00:00.000;Fresno;
VILL;2024/01/15 00:00:00.000;Gramíneas;
VILL;2024/01/15 00:00:00.000;Moreras;
VILL;2024/01/15 00:00:00.000;Olivo;
VILL;2024/01/15 00:00:00.000;Olmos;
VILL;2024/01/15 00:00:00.000;Otros;
VILL;2024/01/15 00:00:00.000;Pinos;
VILL;2024/01/15 00:00:00.000;Plantago;
VILL;2024/01/15 00:00:00.000;Plátano de paseo;
VILL;2024/01/15 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/15 00:00:00.000;Populus;
VILL;2024/01/15 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/15 00:00:00.000;Quercus;
VILL;2024/01/15 00:00:00.000;Rumex (Acederas);
VILL;2024/01/15 00:00:00.000;Sauces;
VILL;2024/01/15 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/16 00:00:00.000;Abedul;
VILL;2024/01/16 00:00:00.000;Aligustre;
VILL;2024/01/16 00:00:00.000;Aliso;
VILL;2024/01/16 00:00:00.000;Arce;
VILL;2024/01/16 00:00:00.000;Artemisia;
VILL;2024/01/16 00:00:00.000;Castaño;
VILL;2024/01/16 00:00:00.000;Compuestas;
VILL;2024/01/16 00:00:00.000;Corylus;
VILL;2024/01/16 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/16 00:00:00.000;Ericaceae;
VILL;2024/01/16 00:00:00.000;Eucalipto;
VILL;2024/01/16 00:00:00.000;Fresno;
VILL;2024/01/16 00:00:00.000;Gramíneas;
VILL;2024/01/16 00:00:00.000;Moreras;
VILL;2024/01/16 00:00:00.000;Olivo;
VILL;2024/01/16 00:00:00.000;Olmos;
VILL;2024/01/16 00:00:00.000;Otros;
VILL;2024/01/16 00:00:00.000;Pinos;
VILL;2024/01/16 00:00:00.000;Plantago;
VILL;2024/01/16 00:00:00.000;Plátano de paseo;
VILL;2024/01/16 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/16 00:00:00.000;Populus;
VILL;2024/01/16 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/16 00:00:00.000;Quercus;
VILL;2024/01/16 00:00:00.000;Rumex (Acederas);
VILL;2024/01/16 00:00:00.000;Sauces;
VILL;2024/01/16 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/17 00:00:00.000;Abedul;
VILL;2024/01/17 00:00:00.000;Aligustre;
VILL;2024/01/17 00:00:00.000;Aliso;
VILL;2024/01/17 00:00:00.000;Arce;
VILL;2024/01/17 00:00:00.000;Artemisia;
VILL;2024/01/17 00:00:00.000;Castaño;
VILL;2024/01/17 00:00:00.000;Compuestas;
VILL;2024/01/17 00:00:00.000;Corylus;
VILL;2024/01/17 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/17 00:00:00.000;Ericaceae;
VILL;2024/01/17 00:00:00.000;Eucalipto;
VILL;2024/01/17 00:00:00.000;Fresno;
VILL;2024/01/17 00:00:00.000;Gramíneas;
VILL;2024/01/17 00:00:00.000;Moreras;
VILL;2024/01/17 00:00:00.000;Olivo;
VILL;2024/01/17 00:00:00.000;Olmos;
VILL;2024/01/17 00:00:00.000;Otros;
VILL;2024/01/17 00:00:00.000;Pinos;
VILL;2024/01/17 00:00:00.000;Plantago;
VILL;2024/01/17 00:00:00.000;Plátano de paseo;
VILL;2024/01/17 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/17 00:00:00.000;Populus;
VILL;2024/01/17 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/17 00:00:00.000;Quercus;
VILL;2024/01/17 00:00:00.000;Rumex (Acederas);
VILL;2024/01/17 00:00:00.000;Sauces;
VILL;2024/01/17 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/18 00:00:00.000;Abedul;
VILL;2024/01/18 00:00:00.000;Aligustre;
VILL;2024/01/18 00:00:00.000;Aliso;
VILL;2024/01/18 00:00:00.000;Arce;
VILL;2024/01/18 00:00:00.000;Artemisia;
VILL;2024/01/18 00:00:00.000;Castaño;
VILL;2024/01/18 00:00:00.000;Compuestas;
VILL;2024/01/18 00:00:00.000;Corylus;
VILL;2024/01/18 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/18 00:00:00.000;Ericaceae;
VILL;2024/01/18 00:00:00.000;Eucalipto;
VILL;2024/01/18 00:00:00.000;Fresno;
VILL;2024/01/18 00:00:00.000;Gramíneas;
VILL;2024/01/18 00:00:00.000;Moreras;
VILL;2024/01/18 00:00:00.000;Olivo;
VILL;2024/01/18 00:00:00.000;Olmos;
VILL;2024/01/18 00:00:00.000;Otros;
VILL;2024/01/18 00:00:00.000;Pinos;
VILL;2024/01/18 00:00:00.000;Plantago;
VILL;2024/01/18 00:00:00.000;Plátano de paseo;
VILL;2024/01/18 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/18 00:00:00.000;Populus;
VILL;2024/01/18 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/18 00:00:00.000;Quercus;
VILL;2024/01/18 00:00:00.000;Rumex (Acederas);
VILL;2024/01/18 00:00:00.000;Sauces;
VILL;2024/01/18 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/19 00:00:00.000;Abedul;
VILL;2024/01/19 00:00:00.000;Aligustre;
VILL;2024/01/19 00:00:00.000;Aliso;
VILL;2024/01/19 00:00:00.000;Arce;
VILL;2024/01/19 00:00:00.000;Artemisia;
VILL;2024/01/19 00:00:00.000;Castaño;
VILL;2024/01/19 00:00:00.000;Compuestas;
VILL;2024/01/19 00:00:00.000;Corylus;
VILL;2024/01/19 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/19 00:00:00.000;Ericaceae;
VILL;2024/01/19 00:00:00.000;Eucalipto;
VILL;2024/01/19 00:00:00.000;Fresno;
VILL;2024/01/19 00:00:00.000;Gramíneas;
VILL;2024/01/19 00:00:00.000;Moreras;
VILL;2024/01/19 00:00:00.000;Olivo;
VILL;2024/01/19 00:00:00.000;Olmos;
VILL;2024/01/19 00:00:00.000;Otros;
VILL;2024/01/19 00:00:00.000;Pinos;
VILL;2024/01/19 00:00:00.000;Plantago;
VILL;2024/01/19 00:00:00.000;Plátano de paseo;
VILL;2024/01/19 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/19 00:00:00.000;Populus;
VILL;2024/01/19 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/19 00:00:00.000;Quercus;
VILL;2024/01/19 00:00:00.000;Rumex (Acederas);
VILL;2024/01/19 00:00:00.000;Sauces;
VILL;2024/01/19 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/20 00:00:00.000;Abedul;
VILL;2024/01/20 00:00:00.000;Aligustre;
VILL;2024/01/20 00:00:00.000;Aliso;
VILL;2024/01/20 00:00:00.000;Arce;
VILL;2024/01/20 00:00:00.000;Artemisia;
VILL;2024/01/20 00:00:00.000;Castaño;
VILL;2024/01/20 00:00:00.000;Compuestas;
VILL;2024/01/20 00:00:00.000;Corylus;
VILL;2024/01/20 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/20 00:00:00.000;Ericaceae;
VILL;2024/01/20 00:00:00.000;Eucalipto;
VILL;2024/01/20 00:00:00.000;Fresno;
VILL;2024/01/20 00:00:00.000;Gramíneas;
VILL;2024/01/20 00:00:00.000;Moreras;
VILL;2024/01/20 00:00:00.000;Olivo;
VILL;2024/01/20 00:00:00.000;Olmos;
VILL;2024/01/20 00:00:00.000;Otros;
VILL;2024/01/20 00:00:00.000;Pinos;
VILL;2024/01/20 00:00:00.000;Plantago;
VILL;2024/01/20 00:00:00.000;Plátano de paseo;
VILL;2024/01/20 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/20 00:00:00.000;Populus;
VILL;2024/01/20 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/20 00:00:00.000;Quercus;
VILL;2024/01/20 00:00:00.000;Rumex (Acederas);
VILL;2024/01/20 00:00:00.000;Sauces;
VILL;2024/01/20 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/21 00:00:00.000;Abedul;
VILL;2024/01/21 00:00:00.000;Aligustre;
VILL;2024/01/21 00:00:00.000;Aliso;
VILL;2024/01/21 00:00:00.000;Arce;
VILL;2024/01/21 00:00:00.000;Artemisia;
VILL;2024/01/21 00:00:00.000;Castaño;
VILL;2024/01/21 00:00:00.000;Compuestas;
VILL;2024/01/21 00:00:00.000;Corylus;
VILL;2024/01/21 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/21 00:00:00.000;Ericaceae;
VILL;2024/01/21 00:00:00.000;Eucalipto;
VILL;2024/01/21 00:00:00.000;Fresno;
VILL;2024/01/21 00:00:00.000;Gramíneas;
VILL;2024/01/21 00:00:00.000;Moreras;
VILL;2024/01/21 00:00:00.000;Olivo;
VILL;2024/01/21 00:00:00.000;Olmos;
VILL;2024/01/21 00:00:00.000;Otros;
VILL;2024/01/21 00:00:00.000;Pinos;
VILL;2024/01/21 00:00:00.000;Plantago;
VILL;2024/01/21 00:00:00.000;Plátano de paseo;
VILL;2024/01/21 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/21 00:00:00.000;Populus;
VILL;2024/01/21 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/21 00:00:00.000;Quercus;
VILL;2024/01/21 00:00:00.000;Rumex (Acederas);
VILL;2024/01/21 00:00:00.000;Sauces;
VILL;2024/01/21 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/22 00:00:00.000;Abedul;
VILL;2024/01/22 00:00:00.000;Aligustre;
VILL;2024/01/22 00:00:00.000;Aliso;
VILL;2024/01/22 00:00:00.000;Arce;
VILL;2024/01/22 00:00:00.000;Artemisia;
VILL;2024/01/22 00:00:00.000;Castaño;
VILL;2024/01/22 00:00:00.000;Compuestas;
VILL;2024/01/22 00:00:00.000;Corylus;
VILL;2024/01/22 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/22 00:00:00.000;Ericaceae;
VILL;2024/01/22 00:00:00.000;Eucalipto;
VILL;2024/01/22 00:00:00.000;Fresno;
VILL;2024/01/22 00:00:00.000;Gramíneas;
VILL;2024/01/22 00:00:00.000;Moreras;
VILL;2024/01/22 00:00:00.000;Olivo;
VILL;2024/01/22 00:00:00.000;Olmos;
VILL;2024/01/22 00:00:00.000;Otros;
VILL;2024/01/22 00:00:00.000;Pinos;
VILL;2024/01/22 00:00:00.000;Plantago;
VILL;2024/01/22 00:00:00.000;Plátano de paseo;
VILL;2024/01/22 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/22 00:00:00.000;Populus;
VILL;2024/01/22 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/22 00:00:00.000;Quercus;
VILL;2024/01/22 00:00:00.000;Rumex (Acederas);
VILL;2024/01/22 00:00:00.000;Sauces;
VILL;2024/01/22 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/23 00:00:00.000;Abedul;
VILL;2024/01/23 00:00:00.000;Aligustre;
VILL;2024/01/23 00:00:00.000;Aliso;
VILL;2024/01/23 00:00:00.000;Arce;
VILL;2024/01/23 00:00:00.000;Artemisia;
VILL;2024/01/23 00:00:00.000;Castaño;
VILL;2024/01/23 00:00:00.000;Compuestas;
VILL;2024/01/23 00:00:00.000;Corylus;
VILL;2024/01/23 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/23 00:00:00.000;Ericaceae;
VILL;2024/01/23 00:00:00.000;Eucalipto;
VILL;2024/01/23 00:00:00.000;Fresno;
VILL;2024/01/23 00:00:00.000;Gramíneas;
VILL;2024/01/23 00:00:00.000;Moreras;
VILL;2024/01/23 00:00:00.000;Olivo;
VILL;2024/01/23 00:00:00.000;Olmos;
VILL;2024/01/23 00:00:00.000;Otros;
VILL;2024/01/23 00:00:00.000;Pinos;
VILL;2024/01/23 00:00:00.000;Plantago;
VILL;2024/01/23 00:00:00.000;Plátano de paseo;
VILL;2024/01/23 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/23 00:00:00.000;Populus;
VILL;2024/01/23 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/23 00:00:00.000;Quercus;
VILL;2024/01/23 00:00:00.000;Rumex (Acederas);
VILL;2024/01/23 00:00:00.000;Sauces;
VILL;2024/01/23 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/24 00:00:00.000;Abedul;
VILL;2024/01/24 00:00:00.000;Aligustre;
VILL;2024/01/24 00:00:00.000;Aliso;
VILL;2024/01/24 00:00:00.000;Arce;
VILL;2024/01/24 00:00:00.000;Artemisia;
VILL;2024/01/24 00:00:00.000;Castaño;
VILL;2024/01/24 00:00:00.000;Compuestas;
VILL;2024/01/24 00:00:00.000;Corylus;
VILL;2024/01/24 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/24 00:00:00.000;Ericaceae;
VILL;2024/01/24 00:00:00.000;Eucalipto;
VILL;2024/01/24 00:00:00.000;Fresno;
VILL;2024/01/24 00:00:00.000;Gramíneas;
VILL;2024/01/24 00:00:00.000;Moreras;
VILL;2024/01/24 00:00:00.000;Olivo;
VILL;2024/01/24 00:00:00.000;Olmos;
VILL;2024/01/24 00:00:00.000;Otros;
VILL;2024/01/24 00:00:00.000;Pinos;
VILL;2024/01/24 00:00:00.000;Plantago;
VILL;2024/01/24 00:00:00.000;Plátano de paseo;
VILL;2024/01/24 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/24 00:00:00.000;Populus;
VILL;2024/01/24 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/24 00:00:00.000;Quercus;
VILL;2024/01/24 00:00:00.000;Rumex (Acederas);
VILL;2024/01/24 00:00:00.000;Sauces;
VILL;2024/01/24 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/25 00:00:00.000;Abedul;
VILL;2024/01/25 00:00:00.000;Aligustre;
VILL;2024/01/25 00:00:00.000;Aliso;
VILL;2024/01/25 00:00:00.000;Arce;
VILL;2024/01/25 00:00:00.000;Artemisia;
VILL;2024/01/25 00:00:00.000;Castaño;
VILL;2024/01/25 00:00:00.000;Compuestas;
VILL;2024/01/25 00:00:00.000;Corylus;
VILL;2024/01/25 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/25 00:00:00.000;Ericaceae;
VILL;2024/01/25 00:00:00.000;Eucalipto;
VILL;2024/01/25 00:00:00.000;Fresno;
VILL;2024/01/25 00:00:00.000;Gramíneas;
VILL;2024/01/25 00:00:00.000;Moreras;
VILL;2024/01/25 00:00:00.000;Olivo;
VILL;2024/01/25 00:00:00.000;Olmos;
VILL;2024/01/25 00:00:00.000;Otros;
VILL;2024/01/25 00:00:00.000;Pinos;
VILL;2024/01/25 00:00:00.000;Plantago;
VILL;2024/01/25 00:00:00.000;Plátano de paseo;
VILL;2024/01/25 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/25 00:00:00.000;Populus;
VILL;2024/01/25 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/25 00:00:00.000;Quercus;
VILL;2024/01/25 00:00:00.000;Rumex (Acederas);
VILL;2024/01/25 00:00:00.000;Sauces;
VILL;2024/01/25 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/26 00:00:00.000;Abedul;
VILL;2024/01/26 00:00:00.000;Aligustre;
VILL;2024/01/26 00:00:00.000;Aliso;
VILL;2024/01/26 00:00:00.000;Arce;
VILL;2024/01/26 00:00:00.000;Artemisia;
VILL;2024/01/26 00:00:00.000;Castaño;
VILL;2024/01/26 00:00:00.000;Compuestas;
VILL;2024/01/26 00:00:00.000;Corylus;
VILL;2024/01/26 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/26 00:00:00.000;Ericaceae;
VILL;2024/01/26 00:00:00.000;Eucalipto;
VILL;2024/01/26 00:00:00.000;Fresno;
VILL;2024/01/26 00:00:00.000;Gramíneas;
VILL;2024/01/26 00:00:00.000;Moreras;
VILL;2024/01/26 00:00:00.000;Olivo;
VILL;2024/01/26 00:00:00.000;Olmos;
VILL;2024/01/26 00:00:00.000;Otros;
VILL;2024/01/26 00:00:00.000;Pinos;
VILL;2024/01/26 00:00:00.000;Plantago;
VILL;2024/01/26 00:00:00.000;Plátano de paseo;
VILL;2024/01/26 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/26 00:00:00.000;Populus;
VILL;2024/01/26 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/26 00:00:00.000;Quercus;
VILL;2024/01/26 00:00:00.000;Rumex (Acederas);
VILL;2024/01/26 00:00:00.000;Sauces;
VILL;2024/01/26 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/27 00:00:00.000;Abedul;
VILL;2024/01/27 00:00:00.000;Aligustre;
VILL;2024/01/27 00:00:00.000;Aliso;
VILL;2024/01/27 00:00:00.000;Arce;
VILL;2024/01/27 00:00:00.000;Artemisia;
VILL;2024/01/27 00:00:00.000;Castaño;
VILL;2024/01/27 00:00:00.000;Compuestas;
VILL;2024/01/27 00:00:00.000;Corylus;
VILL;2024/01/27 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/27 00:00:00.000;Ericaceae;
VILL;2024/01/27 00:00:00.000;Eucalipto;
VILL;2024/01/27 00:00:00.000;Fresno;
VILL;2024/01/27 00:00:00.000;Gramíneas;
VILL;2024/01/27 00:00:00.000;Moreras;
VILL;2024/01/27 00:00:00.000;Olivo;
VILL;2024/01/27 00:00:00.000;Olmos;
VILL;2024/01/27 00:00:00.000;Otros;
VILL;2024/01/27 00:00:00.000;Pinos;
VILL;2024/01/27 00:00:00.000;Plantago;
VILL;2024/01/27 00:00:00.000;Plátano de paseo;
VILL;2024/01/27 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/27 00:00:00.000;Populus;
VILL;2024/01/27 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/27 00:00:00.000;Quercus;
VILL;2024/01/27 00:00:00.000;Rumex (Acederas);
VILL;2024/01/27 00:00:00.000;Sauces;
VILL;2024/01/27 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/28 00:00:00.000;Abedul;
VILL;2024/01/28 00:00:00.000;Aligustre;
VILL;2024/01/28 00:00:00.000;Aliso;
VILL;2024/01/28 00:00:00.000;Arce;
VILL;2024/01/28 00:00:00.000;Artemisia;
VILL;2024/01/28 00:00:00.000;Castaño;
VILL;2024/01/28 00:00:00.000;Compuestas;
VILL;2024/01/28 00:00:00.000;Corylus;
VILL;2024/01/28 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/28 00:00:00.000;Ericaceae;
VILL;2024/01/28 00:00:00.000;Eucalipto;
VILL;2024/01/28 00:00:00.000;Fresno;
VILL;2024/01/28 00:00:00.000;Gramíneas;
VILL;2024/01/28 00:00:00.000;Moreras;
VILL;2024/01/28 00:00:00.000;Olivo;
VILL;2024/01/28 00:00:00.000;Olmos;
VILL;2024/01/28 00:00:00.000;Otros;
VILL;2024/01/28 00:00:00.000;Pinos;
VILL;2024/01/28 00:00:00.000;Plantago;
VILL;2024/01/28 00:00:00.000;Plátano de paseo;
VILL;2024/01/28 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/28 00:00:00.000;Populus;
VILL;2024/01/28 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/28 00:00:00.000;Quercus;
VILL;2024/01/28 00:00:00.000;Rumex (Acederas);
VILL;2024/01/28 00:00:00.000;Sauces;
VILL;2024/01/28 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/29 00:00:00.000;Abedul;
VILL;2024/01/29 00:00:00.000;Aligustre;
VILL;2024/01/29 00:00:00.000;Aliso;
VILL;2024/01/29 00:00:00.000;Arce;
VILL;2024/01/29 00:00:00.000;Artemisia;
VILL;2024/01/29 00:00:00.000;Castaño;
VILL;2024/01/29 00:00:00.000;Compuestas;
VILL;2024/01/29 00:00:00.000;Corylus;
VILL;2024/01/29 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/29 00:00:00.000;Ericaceae;
VILL;2024/01/29 00:00:00.000;Eucalipto;
VILL;2024/01/29 00:00:00.000;Fresno;
VILL;2024/01/29 00:00:00.000;Gramíneas;
VILL;2024/01/29 00:00:00.000;Moreras;
VILL;2024/01/29 00:00:00.000;Olivo;
VILL;2024/01/29 00:00:00.000;Olmos;
VILL;2024/01/29 00:00:00.000;Otros;
VILL;2024/01/29 00:00:00.000;Pinos;
VILL;2024/01/29 00:00:00.000;Plantago;
VILL;2024/01/29 00:00:00.000;Plátano de paseo;
VILL;2024/01/29 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/29 00:00:00.000;Populus;
VILL;2024/01/29 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/29 00:00:00.000;Quercus;
VILL;2024/01/29 00:00:00.000;Rumex (Acederas);
VILL;2024/01/29 00:00:00.000;Sauces;
VILL;2024/01/29 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/30 00:00:00.000;Abedul;
VILL;2024/01/30 00:00:00.000;Aligustre;
VILL;2024/01/30 00:00:00.000;Aliso;
VILL;2024/01/30 00:00:00.000;Arce;
VILL;2024/01/30 00:00:00.000;Artemisia;
VILL;2024/01/30 00:00:00.000;Castaño;
VILL;2024/01/30 00:00:00.000;Compuestas;
VILL;2024/01/30 00:00:00.000;Corylus;
VILL;2024/01/30 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/30 00:00:00.000;Ericaceae;
VILL;2024/01/30 00:00:00.000;Eucalipto;
VILL;2024/01/30 00:00:00.000;Fresno;
VILL;2024/01/30 00:00:00.000;Gramíneas;
VILL;2024/01/30 00:00:00.000;Moreras;
VILL;2024/01/30 00:00:00.000;Olivo;
VILL;2024/01/30 00:00:00.000;Olmos;
VILL;2024/01/30 00:00:00.000;Otros;
VILL;2024/01/30 00:00:00.000;Pinos;
VILL;2024/01/30 00:00:00.000;Plantago;
VILL;2024/01/30 00:00:00.000;Plátano de paseo;
VILL;2024/01/30 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/30 00:00:00.000;Populus;
VILL;2024/01/30 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/30 00:00:00.000;Quercus;
VILL;2024/01/30 00:00:00.000;Rumex (Acederas);
VILL;2024/01/30 00:00:00.000;Sauces;
VILL;2024/01/30 00:00:00.000;Urticaceae (Ortigas);
VILL;2024/01/31 00:00:00.000;Abedul;
VILL;2024/01/31 00:00:00.000;Aligustre;
VILL;2024/01/31 00:00:00.000;Aliso;
VILL;2024/01/31 00:00:00.000;Arce;
VILL;2024/01/31 00:00:00.000;Artemisia;
VILL;2024/01/31 00:00:00.000;Castaño;
VILL;2024/01/31 00:00:00.000;Compuestas;
VILL;2024/01/31 00:00:00.000;Corylus;
VILL;2024/01/31 00:00:00.000;Cupresáceas/Taxáceas;
VILL;2024/01/31 00:00:00.000;Ericaceae;
VILL;2024/01/31 00:00:00.000;Eucalipto;
VILL;2024/01/31 00:00:00.000;Fresno;
VILL;2024/01/31 00:00:00.000;Gramíneas;
VILL;2024/01/31 00:00:00.000;Moreras;
VILL;2024/01/31 00:00:00.000;Olivo;
VILL;2024/01/31 00:00:00.000;Olmos;
VILL;2024/01/31 00:00:00.000;Otros;
VILL;2024/01/31 00:00:00.000;Pinos;
VILL;2024/01/31 00:00:00.000;Plantago;
VILL;2024/01/31 00:00:00.000;Plátano de paseo;
VILL;2024/01/31 00:00:00.000;PNI (Polen no identificado);
VILL;2024/01/31 00:00:00.000;Populus;
VILL;2024/01/31 00:00:00.000;Quenopodiáceas/Amarantáceas;
VILL;2024/01/31 00:00:00.000;Quercus;
VILL;2024/01/31 00:00:00.000;Rumex (Acederas);
VILL;2024/01/31 00:00:00.000;Sauces;
VILL;2024/01/31 00:00:00.000;Urticaceae (Ortigas);
ALCO;2024/02/01 00:00:00.000;Abedul;0
ALCO;2024/02/01 00:00:00.000;Aligustre;0
ALCO;2024/02/01 00:00:00.000;Aliso;4
ALCO;2024/02/01 00:00:00.000;Arce;0
ALCO;2024/02/01 00:00:00.000;Artemisia;0
ALCO;2024/02/01 00:00:00.000;Castaño;0
ALCO;2024/02/01 00:00:00.000;Compuestas;0
ALCO;2024/02/01 00:00:00.000;Corylus;0
ALCO;2024/02/01 00:00:00.000;Cupresáceas/Taxáceas;545
