tipo_polinico,granos_de_polen_x_metro_cubico,fecha
Olivo,4.0,2023-06-03
Olivo,1.0,2023-06-04
Olivo,2.0,2023-06-05
Olivo,2.0,2023-06-06
Olivo,1.0,2023-06-07
Olivo,1.0,2023-06-08
Olivo,2.0,2023-06-09
Olivo,0.0,2023-06-10
Olivo,1.0,2023-06-11
Olivo,2.0,2023-06-12
Olivo,0.0,2023-06-13
Olivo,1.0,2023-06-14
Olivo,1.0,2023-06-15
Olivo,1.0,2023-06-16
Olivo,3.0,2023-06-17
Olivo,1.0,2023-06-18
Olivo,2.0,2023-06-19
Olivo,1.0,2023-06-20
Olivo,1.0,2023-06-21
Olivo,0.0,2023-06-22
Olivo,0.0,2023-06-23
Olivo,0.0,2023-06-24
Olivo,0.0,2023-06-25
Olivo,1.0,2023-06-26
Olivo,1.0,2023-06-27
Olivo,1.0,2023-06-28
Olivo,1.0,2023-06-29
Olivo,1.0,2023-06-30
Olivo,1.0,2023-07-01
Olivo,0.0,2023-07-02
Olivo,3.0,2023-07-03
Olivo,1.0,2023-07-04
Olivo,2.0,2023-07-05
Olivo,1.0,2023-07-06
Olivo,0.0,2023-07-07
Olivo,0.0,2023-07-08
Olivo,0.0,2023-07-09
Olivo,0.0,2023-07-10
Olivo,0.0,2023-07-11
Olivo,0.0,2023-07-12
Olivo,0.0,2023-07-13
Olivo,0.0,2023-07-14
Olivo,1.0,2023-07-15
Olivo,1.0,2023-07-16
Olivo,1.0,2023-07-17
Olivo,0.0,2023-07-18
Olivo,0.0,2023-07-19
Olivo,0.0,2023-07-20
Olivo,0.0,2023-07-21
Olivo,0.0,2023-07-22
Olivo,0.0,2023-07-23
Olivo,0.0,2023-07-24
Olivo,0.0,2023-07-25
Olivo,0.0,2023-07-26
Olivo,0.0,2023-07-27
Olivo,0.0,2023-07-28
Olivo,0.0,2023-07-29
Olivo,0.0,2023-07-30
Olivo,0.0,2023-07-31
Olivo,0.0,2023-08-01
Olivo,0.0,2023-08-02
Olivo,0.0,2023-08-03
Olivo,0.0,2023-08-04
Olivo,0.0,2023-08-05
Olivo,0.0,2023-08-06
Olivo,0.0,2023-08-07
Olivo,0.0,2023-08-08
Olivo,0.0,2023-08-09
Olivo,0.0,2023-08-10
Olivo,0.0,2023-08-11
Olivo,0.0,2023-08-12
Olivo,0.0,2023-08-13
Olivo,0.0,2023-08-14
Olivo,0.0,2023-08-15
Olivo,0.0,2023-08-16
Olivo,0.0,2023-08-17
Olivo,,2023-08-18
Olivo,,2023-08-19
Olivo,,2023-08-20
Olivo,,2023-08-21
Olivo,,2023-08-22
Olivo,,2023-08-23
Olivo,0.0,2023-08-24
Olivo,0.0,2023-08-25
Olivo,0.0,2023-08-26
Olivo,0.0,2023-08-27
Olivo,0.0,2023-08-28
Olivo,0.0,2023-08-29
Olivo,0.0,2023-08-30
Olivo,0.0,2023-08-31
Olivo,0.0,2023-09-01
Olivo,0.0,2023-09-02
Olivo,0.0,2023-09-03
Olivo,0.0,2023-09-04
Olivo,0.0,2023-09-05
Olivo,0.0,2023-09-06
Olivo,0.0,2023-09-07
Olivo,0.0,2023-09-08
Olivo,0.0,2023-09-09
Olivo,0.0,2023-09-10
Olivo,0.0,2023-09-11
Olivo,0.0,2023-09-12
Olivo,0.0,2023-09-13
Olivo,0.0,2023-09-14
Olivo,0.0,2023-09-15
Olivo,0.0,2023-09-16
Olivo,0.0,2023-09-17
Olivo,0.0,2023-09-18
Olivo,0.0,2023-09-19
Olivo,0.0,2023-09-20
Olivo,0.0,2023-09-21
Olivo,0.0,2023-09-22
Olivo,0.0,2023-09-23
Olivo,0.0,2023-09-24
Olivo,0.0,2023-09-25
Olivo,0.0,2023-09-26
Olivo,1.0,2023-09-27
Olivo,0.0,2023-09-28
Olivo,0.0,2023-09-29
Olivo,0.0,2023-09-30
Olivo,0.0,2023-10-01
Olivo,0.0,2023-10-02
Olivo,0.0,2023-10-03
Olivo,0.0,2023-10-04
Olivo,0.0,2023-10-05
Olivo,0.0,2023-10-06
Olivo,0.0,2023-10-07
Olivo,0.0,2023-10-08
Olivo,0.0,2023-10-09
Olivo,0.0,2023-10-10
Olivo,0.0,2023-10-11
Olivo,0.0,2023-10-12
Olivo,0.0,2023-10-13
Olivo,0.0,2023-10-14
Olivo,0.0,2023-10-15
Olivo,0.0,2023-10-16
Olivo,0.0,2023-10-17
Olivo,0.0,2023-10-18
Olivo,0.0,2023-10-19
Olivo,0.0,2023-10-20
Olivo,0.0,2023-10-21
Olivo,0.0,2023-10-22
Olivo,0.0,2023-10-23
Olivo,0.0,2023-10-24
Olivo,0.0,2023-10-25
Olivo,0.0,2023-10-26
Olivo,0.0,2023-10-27
Olivo,0.0,2023-10-28
Olivo,0.0,2023-10-29
Olivo,0.0,2023-10-30
Olivo,0.0,2023-10-31
Olivo,0.0,2023-11-01
Olivo,0.0,2023-11-02
Olivo,1.0,2023-11-03
Olivo,0.0,2023-11-04
Olivo,0.0,2023-11-05
Olivo,0.0,2023-11-06
Olivo,0.0,2023-11-07
Olivo,0.0,2023-11-08
Olivo,0.0,2023-11-09
Olivo,0.0,2023-11-10
Olivo,0.0,2023-11-11
Olivo,0.0,2023-11-12
Olivo,0.0,2023-11-13
Olivo,0.0,2023-11-14
Olivo,0.0,2023-11-15
Olivo,0.0,2023-11-16
Olivo,0.0,2023-11-17
Olivo,0.0,2023-11-18
Olivo,0.0,2023-11-19
Olivo,0.0,2023-11-20
Olivo,0.0,2023-11-21
Olivo,0.0,2023-11-22
Olivo,0.0,2023-11-23
Olivo,0.0,2023-11-24
Olivo,0.0,2023-11-25
Olivo,0.0,2023-11-26
Olivo,0.0,2023-11-27
Olivo,0.0,2023-11-28
Olivo,0.0,2023-11-29
Olivo,0.0,2023-11-30
Olivo,0.0,2023-12-01
Olivo,0.0,2023-12-02
Olivo,0.0,2023-12-03
Olivo,0.0,2023-12-04
Olivo,0.0,2023-12-05
Olivo,0.0,2023-12-06
Olivo,0.0,2023-12-07
Olivo,0.0,2023-12-08
Olivo,0.0,2023-12-09
Olivo,0.0,2023-12-10
Olivo,0.0,2023-12-11
Olivo,0.0,2023-12-12
Olivo,0.0,2023-12-13
Olivo,0.0,2023-12-14
Olivo,0.0,2023-12-15
Olivo,0.0,2023-12-16
Olivo,0.0,2023-12-17
Olivo,0.0,2023-12-18
Olivo,0.0,2023-12-19
Olivo,0.0,2023-12-20
Olivo,0.0,2023-12-21
Olivo,0.0,2023-12-22
Olivo,0.0,2023-12-23
Olivo,0.0,2023-12-24
Olivo,0.0,2023-12-25
Olivo,0.0,2023-12-26
Olivo,0.0,2023-12-27
Olivo,0.0,2023-12-28
Olivo,0.0,2023-12-29
Olivo,0.0,2023-12-30
Olivo,0.0,2023-12-31
Olivo,0.0,2024-01-01
Olivo,0.0,2024-01-02
Olivo,0.0,2024-01-03
Olivo,0.0,2024-01-04
Olivo,0.0,2024-01-05
Olivo,0.0,2024-01-06
Olivo,0.0,2024-01-07
Olivo,0.0,2024-01-08
Olivo,0.0,2024-01-09
Olivo,0.0,2024-01-10
Olivo,0.0,2024-01-11
Olivo,0.0,2024-01-12
Olivo,0.0,2024-01-13
Olivo,0.0,2024-01-14
Olivo,0.0,2024-01-15
Olivo,0.0,2024-01-16
Olivo,0.0,2024-01-17
Olivo,0.0,2024-01-18
Olivo,0.0,2024-01-19
Olivo,0.0,2024-01-20
Olivo,0.0,2024-01-21
Olivo,0.0,2024-01-22
Olivo,0.0,2024-01-23
Olivo,0.0,2024-01-24
Olivo,0.0,2024-01-25
Olivo,0.0,2024-01-26
Olivo,0.0,2024-01-27
Olivo,0.0,2024-01-28
Olivo,0.0,2024-01-29
Olivo,0.0,2024-01-30
Olivo,0.0,2024-01-31
Olivo,0.0,2024-02-01
Olivo,0.0,2024-02-02
Olivo,0.0,2024-02-03
Olivo,0.0,2024-02-04
Olivo,0.0,2024-02-05
Olivo,0.0,2024-02-06
Olivo,0.0,2024-02-07
Olivo,0.0,2024-02-08
Olivo,0.0,2024-02-09
Olivo,0.0,2024-02-10
Olivo,0.0,2024-02-11
Olivo,0.0,2024-02-12
Olivo,0.0,2024-02-13
Olivo,0.0,2024-02-14
Olivo,0.0,2024-02-15
Olivo,0.0,2024-02-16
Olivo,0.0,2024-02-17
Olivo,0.0,2024-02-18
Olivo,0.0,2024-02-19
Olivo,0.0,2024-02-20
Olivo,0.0,2024-02-21
Olivo,0.0,2024-02-22
Olivo,0.0,2024-02-23
Olivo,0.0,2024-02-24
Olivo,0.0,2024-02-25
Olivo,0.0,2024-02-26
Olivo,0.0,2024-02-27
Olivo,0.0,2024-02-28
Olivo,0.0,2024-02-29
Olivo,0.0,2024-03-01
Olivo,0.0,2024-03-02
Olivo,0.0,2024-03-03
Olivo,0.0,2024-03-04
Olivo,0.0,2024-03-05
Olivo,0.0,2024-03-06
Olivo,0.0,2024-03-07
Olivo,0.0,2024-03-08
Olivo,0.0,2024-03-09
Olivo,0.0,2024-03-10
Olivo,0.0,2024-03-11
Olivo,0.0,2024-03-12
Olivo,0.0,2024-03-13
Olivo,0.0,2024-03-14
Olivo,0.0,2024-03-15
Olivo,0.0,2024-03-16
Olivo,0.0,2024-03-17
Olivo,0.0,2024-03-18
Olivo,0.0,2024-03-19
Olivo,0.0,2024-03-20
Olivo,0.0,2024-03-21
Olivo,0.0,2024-03-22
Olivo,0.0,2024-03-23
Olivo,0.0,2024-03-24
Olivo,0.0,2024-03-25
Olivo,0.0,2024-03-26
Olivo,0.0,2024-03-27
Olivo,0.0,2024-03-28
Olivo,0.0,2024-03-29
Olivo,0.0,2024-03-30
Olivo,0.0,2024-03-31
Olivo,0.0,2024-04-01
Olivo,0.0,2024-04-02
Olivo,0.0,2024-04-03
Olivo,0.0,2024-04-04
Olivo,0.0,2024-04-05
Olivo,0.0,2024-04-06
Olivo,2.0,2024-04-07
Olivo,0.0,2024-04-08
Olivo,0.0,2024-04-09
Olivo,0.0,2024-04-10
Olivo,0.0,2024-04-11
Olivo,0.0,2024-04-12
Olivo,0.0,2024-04-13
Olivo,0.0,2024-04-14
Olivo,0.0,2024-04-15
Olivo,0.0,2024-04-16
Olivo,0.0,2024-04-17
Olivo,0.0,2024-04-18
Olivo,1.0,2024-04-19
Olivo,1.0,2024-04-20
Olivo,4.0,2024-04-21
Olivo,3.0,2024-04-22
Olivo,0.0,2024-04-23
Olivo,1.0,2024-04-24
Olivo,0.0,2024-04-25
Olivo,,2024-04-26
Olivo,,2024-04-27
Olivo,3.0,2024-04-28
Olivo,4.0,2024-04-29
Olivo,5.0,2024-04-30
Olivo,1.0,2024-05-01
Olivo,5.0,2024-05-02
Olivo,4.0,2024-05-03
Olivo,26.0,2024-05-04
Olivo,32.0,2024-05-05
Olivo,1.0,2024-05-06
Olivo,2.0,2024-05-07
Olivo,1.0,2024-05-08
Olivo,1.0,2024-05-09
Olivo,39.0,2024-05-10
Olivo,104.0,2024-05-11
Olivo,67.0,2024-05-12
Olivo,68.0,2024-05-13
Olivo,19.0,2024-05-14
Olivo,29.0,2024-05-15
Olivo,65.0,2024-05-16
Olivo,51.0,2024-05-17
Olivo,26.0,2024-05-18
Olivo,96.0,2024-05-19
Olivo,39.0,2024-05-20
Olivo,43.0,2024-05-21
Olivo,24.0,2024-05-22
Olivo,18.0,2024-05-23
Olivo,91.0,2024-05-24
Olivo,187.0,2024-05-25
Olivo,64.0,2024-05-26
Olivo,32.0,2024-05-27
Olivo,295.0,2024-05-28
Olivo,83.0,2024-05-29
Olivo,52.0,2024-05-30
Olivo,22.0,2024-05-31
Olivo,26.0,2024-06-01
Olivo,17.0,2024-06-02
Olivo,56.0,2024-06-03
Olivo,14.0,2024-06-04
Olivo,19.0,2024-06-05
Olivo,32.0,2024-06-06
Olivo,,2024-06-07
Olivo,,2024-06-08
Olivo,,2024-06-09
Olivo,,2024-06-10
Olivo,3.0,2024-06-11
Olivo,2.0,2024-06-12
Olivo,4.0,2024-06-13
Olivo,3.0,2024-06-14
Olivo,2.0,2024-06-15
Olivo,3.0,2024-06-16
Olivo,,2024-06-17
Olivo,,2024-06-18
Olivo,,2024-06-19
Olivo,,2024-06-20
Olivo,,2024-06-21
Olivo,,2024-06-22
Olivo,0.0,2024-06-23
Olivo,1.0,2024-06-24
Olivo,1.0,2024-06-25
Olivo,1.0,2024-06-26
Olivo,1.0,2024-06-27
Olivo,1.0,2024-06-28
Olivo,1.0,2024-06-29
Olivo,0.0,2024-06-30
Olivo,0.0,2024-07-01
Olivo,0.0,2024-07-02
Olivo,1.0,2024-07-03
Olivo,0.0,2024-07-04
Olivo,1.0,2024-07-05
Olivo,0.0,2024-07-06
Olivo,1.0,2024-07-07
Olivo,1.0,2024-07-08
Olivo,0.0,2024-07-09
Olivo,0.0,2024-07-10
Olivo,0.0,2024-07-11
Olivo,0.0,2024-07-12
Olivo,1.0,2024-07-13
Olivo,0.0,2024-07-14
Olivo,0.0,2024-07-15
Olivo,0.0,2024-07-16
Olivo,0.0,2024-07-17
Olivo,0.0,2024-07-18
Olivo,0.0,2024-07-19
Olivo,0.0,2024-07-20
Olivo,0.0,2024-07-21
Olivo,0.0,2024-07-22
Olivo,0.0,2024-07-23
Olivo,0.0,2024-07-24
Olivo,0.0,2024-07-25
Olivo,0.0,2024-07-26
Olivo,0.0,2024-07-27
Olivo,1.0,2024-07-28
Olivo,1.0,2024-07-29
Olivo,0.0,2024-07-30
Olivo,0.0,2024-07-31
Olivo,0.0,2024-08-01
Olivo,0.0,2024-08-02
Olivo,0.0,2024-08-03
Olivo,0.0,2024-08-04
Olivo,0.0,2024-08-05
Olivo,0.0,2024-08-06
Olivo,0.0,2024-08-07
Olivo,0.0,2024-08-08
Olivo,0.0,2024-08-09
Olivo,1.0,2024-08-10
Olivo,0.0,2024-08-11
Olivo,0.0,2024-08-12
Olivo,0.0,2024-08-13
Olivo,0.0,2024-08-14
Olivo,0.0,2024-08-15
Olivo,0.0,2024-08-16
Olivo,,2024-08-17
Olivo,,2024-08-18
Olivo,,2024-08-19
Olivo,,2024-08-20
Olivo,,2024-08-21
Olivo,,2024-08-22
Olivo,0.0,2024-08-23
Olivo,0.0,2024-08-24
Olivo,0.0,2024-08-25
Olivo,0.0,2024-08-26
Olivo,,2024-08-27
Olivo,,2024-08-28
Olivo,,2024-08-29
Olivo,,2024-08-30
Olivo,,2024-08-31
Olivo,,2024-09-01
Olivo,,2024-09-02
Olivo,,2024-09-03
Olivo,0.0,2024-09-04
Olivo,0.0,2024-09-05
Olivo,0.0,2024-09-06
Olivo,0.0,2024-09-07
Olivo,0.0,2024-09-08
Olivo,0.0,2024-09-09
Olivo,0.0,2024-09-10
Olivo,0.0,2024-09-11
Olivo,0.0,2024-09-12
Olivo,0.0,2024-09-13
Olivo,0.0,2024-09-14
Olivo,0.0,2024-09-15
Olivo,0.0,2024-09-16
Olivo,0.0,2024-09-17
Olivo,0.0,2024-09-18
Olivo,0.0,2024-09-19
Olivo,0.0,2024-09-20
Olivo,0.0,2024-09-21
Olivo,0.0,2024-09-22
Olivo,0.0,2024-09-23
Olivo,0.0,2024-09-24
Olivo,0.0,2024-09-25
Olivo,0.0,2024-09-26
Olivo,0.0,2024-09-27
Olivo,0.0,2024-09-28
Olivo,0.0,2024-09-29
Olivo,0.0,2024-09-30
Olivo,0.0,2024-10-01
Olivo,0.0,2024-10-02
Olivo,0.0,2024-10-03
Olivo,0.0,2024-10-04
Olivo,0.0,2024-10-05
Olivo,0.0,2024-10-06
Olivo,0.0,2024-10-07
Olivo,0.0,2024-10-08
Olivo,0.0,2024-10-09
Olivo,0.0,2024-10-10
Olivo,0.0,2024-10-11
Olivo,0.0,2024-10-12
Olivo,0.0,2024-10-13
Olivo,0.0,2024-10-14
Olivo,0.0,2024-10-15
Olivo,0.0,2024-10-16
Olivo,0.0,2024-10-17
Olivo,0.0,2024-10-18
Olivo,0.0,2024-10-19
Olivo,0.0,2024-10-20
Olivo,0.0,2024-10-21
Olivo,0.0,2024-10-22
Olivo,0.0,2024-10-23
Olivo,0.0,2024-10-24
Olivo,0.0,2024-10-25
Olivo,0.0,2024-10-26
Olivo,0.0,2024-10-27
Olivo,0.0,2024-10-28
Olivo,0.0,2024-10-29
Olivo,0.0,2024-10-30
Olivo,0.0,2024-10-31
Olivo,0.0,2024-11-01
Olivo,0.0,2024-11-02
Olivo,0.0,2024-11-03
Olivo,0.0,2024-11-04
Olivo,0.0,2024-11-05
Olivo,0.0,2024-11-06
Olivo,0.0,2024-11-07
Olivo,0.0,2024-11-08
Olivo,0.0,2024-11-09
Olivo,0.0,2024-11-10
Olivo,0.0,2024-11-11
Olivo,0.0,2024-11-12
Olivo,0.0,2024-11-13
Olivo,0.0,2024-11-14
Olivo,0.0,2024-11-15
Olivo,0.0,2024-11-16
Olivo,0.0,2024-11-17
Olivo,0.0,2024-11-18
Olivo,0.0,2024-11-19
Olivo,0.0,2024-11-20
Olivo,0.0,2024-11-21
Olivo,0.0,2024-11-22
Olivo,0.0,2024-11-23
Olivo,0.0,2024-11-24
Olivo,0.0,2024-11-25
Olivo,0.0,2024-11-26
Olivo,0.0,2024-11-27
Olivo,0.0,2024-11-28
Olivo,0.0,2024-11-29
Olivo,1.0,2024-11-30
Olivo,0.0,2024-12-01
Olivo,0.0,2024-12-02
Olivo,0.0,2024-12-03
Olivo,0.0,2024-12-04
Olivo,0.0,2024-12-05
Olivo,0.0,2024-12-06
Olivo,0.0,2024-12-07
Olivo,0.0,2024-12-08
Olivo,0.0,2024-12-09
Olivo,0.0,2024-12-10
Olivo,0.0,2024-12-11
Olivo,0.0,2024-12-12
Olivo,0.0,2024-12-13
Olivo,0.0,2024-12-14
Olivo,0.0,2024-12-15
Olivo,0.0,2024-12-16
Olivo,0.0,2024-12-17
Olivo,0.0,2024-12-18
Olivo,0.0,2024-12-19
Olivo,0.0,2024-12-20
Olivo,0.0,2024-12-21
Olivo,0.0,2024-12-22
Olivo,0.0,2024-12-23
Olivo,1.0,2024-12-24
Olivo,0.0,2024-12-25
Olivo,0.0,2024-12-26
Olivo,0.0,2024-12-27
Olivo,0.0,2024-12-28
Olivo,0.0,2024-12-29
Olivo,,2024-12-30
Olivo,,2024-12-31
Olivo,,2025-01-01
Olivo,,2025-01-02
Olivo,,2025-01-03
Olivo,,2025-01-04
Olivo,,2025-01-05
Olivo,0.0,2025-01-06
Olivo,0.0,2025-01-07
Olivo,0.0,2025-01-08
Olivo,0.0,2025-01-09
Olivo,0.0,2025-01-10
Olivo,0.0,2025-01-11
Olivo,0.0,2025-01-12
Olivo,0.0,2025-01-13
Olivo,0.0,2025-01-14
Olivo,0.0,2025-01-15
Olivo,0.0,2025-01-16
Olivo,0.0,2025-01-17
Olivo,0.0,2025-01-18
Olivo,0.0,2025-01-19
Olivo,0.0,2025-01-20
Olivo,0.0,2025-01-21
Olivo,0.0,2025-01-22
Olivo,0.0,2025-01-23
Olivo,0.0,2025-01-24
Olivo,0.0,2025-01-25
Olivo,0.0,2025-01-26
Olivo,0.0,2025-01-27
Olivo,0.0,2025-01-28
Olivo,0.0,2025-01-29
Olivo,0.0,2025-01-30
Olivo,0.0,2025-01-31
Olivo,0.0,2025-02-01
Olivo,0.0,2025-02-02
Olivo,0.0,2025-02-03
Olivo,0.0,2025-02-04
Olivo,0.0,2025-02-05
Olivo,0.0,2025-02-06
Olivo,0.0,2025-02-07
Olivo,0.0,2025-02-08
Olivo,0.0,2025-02-09
Olivo,0.0,2025-02-10
Olivo,0.0,2025-02-11
Olivo,0.0,2025-02-12
Olivo,0.0,2025-02-13
Olivo,0.0,2025-02-14
Olivo,0.0,2025-02-15
Olivo,0.0,2025-02-16
Olivo,0.0,2025-02-17
Olivo,0.0,2025-02-18
Olivo,0.0,2025-02-19
Olivo,0.0,2025-02-20
Olivo,0.0,2025-02-21
Olivo,0.0,2025-02-22
Olivo,0.0,2025-02-23
Olivo,1.0,2025-02-24
Olivo,0.0,2025-02-25
Olivo,0.0,2025-02-26
Olivo,0.0,2025-02-27
Olivo,0.0,2025-02-28
Olivo,0.0,2025-03-01
Olivo,0.0,2025-03-02
Olivo,,2025-03-03
Olivo,,2025-03-04
Olivo,,2025-03-05
Olivo,0.0,2025-03-06
Olivo,0.0,2025-03-07
Olivo,0.0,2025-03-08
Olivo,0.0,2025-03-09
Olivo,0.0,2025-03-10
Olivo,0.0,2025-03-11
Olivo,0.0,2025-03-12
Olivo,0.0,2025-03-13
Olivo,0.0,2025-03-14
Olivo,0.0,2025-03-15
Olivo,0.0,2025-03-16
Olivo,0.0,2025-03-17
Olivo,0.0,2025-03-18
Olivo,0.0,2025-03-19
Olivo,0.0,2025-03-20
Olivo,0.0,2025-03-21
Olivo,0.0,2025-03-22
Olivo,0.0,2025-03-23
Olivo,0.0,2025-03-24
Olivo,0.0,2025-03-25
Olivo,0.0,2025-03-26
Olivo,0.0,2025-03-27
Olivo,0.0,2025-03-28
Olivo,0.0,2025-03-29
Olivo,0.0,2025-03-30
Olivo,0.0,2025-03-31
Olivo,0.0,2025-04-01
Olivo,0.0,2025-04-02
Olivo,0.0,2025-04-03
Olivo,0.0,2025-04-04
Olivo,0.0,2025-04-05
Olivo,0.0,2025-04-06
Olivo,0.0,2025-04-07
Olivo,0.0,2025-04-08
Olivo,0.0,2025-04-09
Olivo,1.0,2025-04-10
Olivo,0.0,2025-04-11
Olivo,2.0,2025-04-12
Olivo,0.0,2025-04-13
Olivo,0.0,2025-04-14
Olivo,0.0,2025-04-15
Olivo,0.0,2025-04-16
Olivo,0.0,2025-04-17
Olivo,1.0,2025-04-18
Olivo,0.0,2025-04-19
Olivo,0.0,2025-04-20
Olivo,0.0,2025-04-21
Olivo,0.0,2025-04-22
Olivo,0.0,2025-04-23
Olivo,1.0,2025-04-24
Olivo,0.0,2025-04-25
Olivo,1.0,2025-04-26
Olivo,0.0,2025-04-27
Olivo,,2025-04-28
Olivo,13.0,2025-04-29
Olivo,17.0,2025-04-30
Olivo,39.0,2025-05-01
Olivo,48.0,2025-05-02
Olivo,42.0,2025-05-03
Olivo,12.0,2025-05-04
Olivo,1.0,2025-05-05
Olivo,1.0,2025-05-06
Olivo,7.0,2025-05-07
Olivo,44.0,2025-05-08
Olivo,83.0,2025-05-09
Olivo,49.0,2025-05-10
Olivo,6.0,2025-05-11
Olivo,2.0,2025-05-12
Olivo,5.0,2025-05-13
Olivo,19.0,2025-05-14
Olivo,2.0,2025-05-15
Olivo,1.0,2025-05-16
Olivo,3.0,2025-05-17
Olivo,319.0,2025-05-18
Olivo,78.0,2025-05-19
Olivo,13.0,2025-05-20
Olivo,11.0,2025-05-21
Olivo,11.0,2025-05-22
Olivo,7.0,2025-05-23
Olivo,6.0,2025-05-24
Olivo,43.0,2025-05-25
Olivo,92.0,2025-05-26
Olivo,113.0,2025-05-27
Olivo,187.0,2025-05-28
Olivo,248.0,2025-05-29
Olivo,374.0,2025-05-30
Olivo,293.0,2025-05-31
Olivo,522.0,2025-06-01
Olivo,550.0,2025-06-02
Olivo,259.0,2025-06-03
Olivo,117.0,2025-06-04
Olivo,100.0,2025-06-05
Olivo,73.0,2025-06-06
Olivo,125.0,2025-06-07
Olivo,70.0,2025-06-08
Olivo,125.0,2025-06-09
Olivo,77.0,2025-06-10
Olivo,103.0,2025-06-11
Olivo,23.0,2025-06-12
Olivo,15.0,2025-06-13
Olivo,12.0,2025-06-14
Olivo,19.0,2025-06-15
Olivo,39.0,2025-06-16
Olivo,39.0,2025-06-17
Olivo,5.0,2025-06-18
Olivo,10.0,2025-06-19
Olivo,4.0,2025-06-20
Olivo,11.0,2025-06-21
Olivo,6.0,2025-06-22
Olivo,7.0,2025-06-23
Olivo,14.0,2025-06-24
Olivo,5.0,2025-06-25
Olivo,3.0,2025-06-26
Olivo,1.0,2025-06-27
Olivo,0.0,2025-06-28
Olivo,1.0,2025-06-29
Olivo,4.0,2025-06-30
Olivo,1.0,2025-07-01
Olivo,2.0,2025-07-02
Olivo,8.0,2025-07-03
Olivo,1.0,2025-07-04
Olivo,2.0,2025-07-05
Olivo,1.0,2025-07-06
Olivo,0.0,2025-07-07
Olivo,0.0,2025-07-08
Olivo,1.0,2025-07-09
Olivo,1.0,2025-07-10
Olivo,0.0,2025-07-11
Olivo,0.0,2025-07-12
Olivo,1.0,2025-07-13
Olivo,1.0,2025-07-14
Olivo,1.0,2025-07-15
Olivo,1.0,2025-07-16
Olivo,0.0,2025-07-17
Olivo,1.0,2025-07-18
Olivo,1.0,2025-07-19
Olivo,0.0,2025-07-20
Olivo,0.0,2025-07-21
Olivo,1.0,2025-07-22
Olivo,0.0,2025-07-23
Olivo,0.0,2025-07-24
Olivo,1.0,2025-07-25
Olivo,0.0,2025-07-26
Olivo,0.0,2025-07-27
Olivo,0.0,2025-07-28
Olivo,0.0,2025-07-29
Olivo,0.0,2025-07-30
Olivo,0.0,2025-07-31
Olivo,1.0,2025-08-01
Olivo,0.0,2025-08-02
Olivo,0.0,2025-08-03
Olivo,0.0,2025-08-04
Olivo,0.0,2025-08-05
Olivo,0.0,2025-08-06
Olivo,0.0,2025-08-07
Olivo,0.0,2025-08-08
Olivo,0.0,2025-08-09
Olivo,0.0,2025-08-10
Olivo,0.0,2025-08-11
Olivo,0.0,2025-08-12
Olivo,0.0,2025-08-13
Olivo,0.0,2025-08-14
Olivo,0.0,2025-08-15
Olivo,0.0,2025-08-16
Olivo,0.0,2025-08-17
Olivo,0.0,2025-08-18
Olivo,0.0,2025-08-19
Olivo,0.0,2025-08-20
Olivo,,2025-08-21
Olivo,,2025-08-22
Olivo,,2025-08-23
Olivo,,2025-08-24
Olivo,,2025-08-25
Olivo,0.0,2025-08-26
Olivo,0.0,2025-08-27
Olivo,0.0,2025-08-28
Olivo,0.0,2025-08-29
Olivo,0.0,2025-08-30
Olivo,0.0,2025-08-31
Olivo,0.0,2025-09-01
Olivo,0.0,2025-09-02
Olivo,0.0,2025-09-03
Olivo,0.0,2025-09-04
Olivo,0.0,2025-09-05
Olivo,0.0,2025-09-06
Olivo,0.0,2025-09-07
Olivo,0.0,2025-09-08
Olivo,0.0,2025-09-09
Olivo,0.0,2025-09-10
Olivo,0.0,2025-09-11
Olivo,0.0,2025-09-12
Olivo,0.0,2025-09-13
Olivo,0.0,2025-09-14
Olivo,0.0,2025-09-15
Olivo,0.0,2025-09-16
Olivo,0.0,2025-09-17
Olivo,0.0,2025-09-18
Olivo,0.0,2025-09-19
Olivo,0.0,2025-09-20
Olivo,0.0,2025-09-21
Olivo,0.0,2025-09-22
Olivo,0.0,2025-09-23
Olivo,0.0,2025-09-24
Olivo,0.0,2025-09-25
Olivo,0.0,2025-09-26
Olivo,0.0,2025-09-27
Olivo,0.0,2025-09-28
Olivo,0.0,2025-09-29
Olivo,0.0,2025-09-30
Olivo,0.0,2025-10-01
Olivo,0.0,2025-10-02
Olivo,0.0,2025-10-03
Olivo,0.0,2025-10-04
Olivo,0.0,2025-10-05
Olivo,0.0,2025-10-06
Olivo,0.0,2025-10-07
Olivo,0.0,2025-10-08
Olivo,0.0,2025-10-09
Olivo,0.0,2025-10-10
Olivo,0.0,2025-10-11
Olivo,0.0,2025-10-12
Olivo,0.0,2025-10-13
Olivo,0.0,2025-10-14
Olivo,0.0,2025-10-15
Olivo,0.0,2025-10-16
Olivo,0.0,2025-10-17
Olivo,0.0,2025-10-18
Olivo,0.0,2025-10-19
Olivo,0.0,2025-10-20
Olivo,0.0,2025-10-21
Olivo,0.0,2025-10-22
Olivo,0.0,2025-10-23
Olivo,0.0,2025-10-24
Olivo,0.0,2025-10-25
Olivo,0.0,2025-10-26
Olivo,0.0,2025-10-27
Olivo,0.0,2025-10-28
Olivo,0.0,2025-10-29
Olivo,0.0,2025-10-30
Olivo,0.0,2025-10-31
