fecha,granos_de_polen_x_metro_cubico,temperature_2m (°C),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),wind_direction_10m (°),et0_fao_evapotranspiration (mm),dew_point_2m (°C),rain (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),vapour_pressure_deficit (kPa),cloud_cover (%),shortwave_radiation (W/m²),Benceno (ug/m3),CO (mg/m3),NO (ug/m3),NO2 (ug/m3),NOx (ug/m3),O3 (ug/m3),PM10 (ug/m3),PM2.5 (ug/m3),SO2 (ug/m3),Tolueno (ug/m3),isPrediction,precip_autumn_last_year,precip_winter_last_year,temp_mean_spring_summer_last,humidity_sum_spring_summer_last,co2_mean_april_may_last,o3_mean_april_may_last,no2_mean_april_may_last,drought_days_summer_last,growing_degree_days_last,polen_rolling_mean_3d,polen_rolling_mean_7d,polen_lag_1,polen_rolling_mean_3d_lag_1,polen_rolling_mean_7d_lag_1,polen_lag_2,polen_rolling_mean_3d_lag_2,polen_rolling_mean_7d_lag_2,polen_lag_3,polen_rolling_mean_3d_lag_3,polen_rolling_mean_7d_lag_3,polen_lag_7,polen_rolling_mean_3d_lag_7,polen_rolling_mean_7d_lag_7,polen_lag_14,polen_rolling_mean_3d_lag_14,polen_rolling_mean_7d_lag_14,polen_trend_3d,polen_accel,NO2 (ug/m3)_lag_1,NO2 (ug/m3)_lag_2,NO2 (ug/m3)_lag_3,NO2 (ug/m3)_lag_7,NO2 (ug/m3)_lag_14,O3 (ug/m3)_lag_1,O3 (ug/m3)_lag_2,O3 (ug/m3)_lag_3,O3 (ug/m3)_lag_7,O3 (ug/m3)_lag_14,PM10 (ug/m3)_lag_1,PM10 (ug/m3)_lag_2,PM10 (ug/m3)_lag_3,PM10 (ug/m3)_lag_7,PM10 (ug/m3)_lag_14,PM2.5 (ug/m3)_lag_1,PM2.5 (ug/m3)_lag_2,PM2.5 (ug/m3)_lag_3,PM2.5 (ug/m3)_lag_7,PM2.5 (ug/m3)_lag_14,CO (mg/m3)_lag_1,CO (mg/m3)_lag_2,CO (mg/m3)_lag_3,CO (mg/m3)_lag_7,CO (mg/m3)_lag_14,SO2 (ug/m3)_lag_1,SO2 (ug/m3)_lag_2,SO2 (ug/m3)_lag_3,SO2 (ug/m3)_lag_7,SO2 (ug/m3)_lag_14,Benceno (ug/m3)_lag_1,Benceno (ug/m3)_lag_2,Benceno (ug/m3)_lag_3,Benceno (ug/m3)_lag_7,Benceno (ug/m3)_lag_14,Tolueno (ug/m3)_lag_1,Tolueno (ug/m3)_lag_2,Tolueno (ug/m3)_lag_3,Tolueno (ug/m3)_lag_7,Tolueno (ug/m3)_lag_14,NO (ug/m3)_lag_1,NO (ug/m3)_lag_2,NO (ug/m3)_lag_3,NO (ug/m3)_lag_7,NO (ug/m3)_lag_14,NOx (ug/m3)_lag_1,NOx (ug/m3)_lag_2,NOx (ug/m3)_lag_3,NOx (ug/m3)_lag_7,NOx (ug/m3)_lag_14,temperature_2m (°C)_lag_1,temperature_2m (°C)_lag_2,temperature_2m (°C)_lag_3,temperature_2m (°C)_lag_7,temperature_2m (°C)_lag_14,wind_speed_10m (km/h)_lag_1,wind_speed_10m (km/h)_lag_2,wind_speed_10m (km/h)_lag_3,wind_speed_10m (km/h)_lag_7,wind_speed_10m (km/h)_lag_14,wind_gusts_10m (km/h)_lag_1,wind_gusts_10m (km/h)_lag_2,wind_gusts_10m (km/h)_lag_3,wind_gusts_10m (km/h)_lag_7,wind_gusts_10m (km/h)_lag_14,relative_humidity_2m (%)_lag_1,relative_humidity_2m (%)_lag_2,relative_humidity_2m (%)_lag_3,relative_humidity_2m (%)_lag_7,relative_humidity_2m (%)_lag_14,wind_direction_10m (°)_lag_1,wind_direction_10m (°)_lag_2,wind_direction_10m (°)_lag_3,wind_direction_10m (°)_lag_7,wind_direction_10m (°)_lag_14,et0_fao_evapotranspiration (mm)_lag_1,et0_fao_evapotranspiration (mm)_lag_2,et0_fao_evapotranspiration (mm)_lag_3,et0_fao_evapotranspiration (mm)_lag_7,et0_fao_evapotranspiration (mm)_lag_14,dew_point_2m (°C)_lag_1,dew_point_2m (°C)_lag_2,dew_point_2m (°C)_lag_3,dew_point_2m (°C)_lag_7,dew_point_2m (°C)_lag_14,rain (mm)_lag_1,rain (mm)_lag_2,rain (mm)_lag_3,rain (mm)_lag_7,rain (mm)_lag_14,vapour_pressure_deficit (kPa)_lag_1,vapour_pressure_deficit (kPa)_lag_2,vapour_pressure_deficit (kPa)_lag_3,vapour_pressure_deficit (kPa)_lag_7,vapour_pressure_deficit (kPa)_lag_14,cloud_cover (%)_lag_1,cloud_cover (%)_lag_2,cloud_cover (%)_lag_3,cloud_cover (%)_lag_7,cloud_cover (%)_lag_14,shortwave_radiation (W/m²)_lag_1,shortwave_radiation (W/m²)_lag_2,shortwave_radiation (W/m²)_lag_3,shortwave_radiation (W/m²)_lag_7,shortwave_radiation (W/m²)_lag_14,temp_diff_3d,humidity_drop_2d,viento_x_temperatura,defici_pression_vap_mean_3d,days_from_start
2015-01-11,0.0,3.4,29.570833333333336,61.50416666666666,71.45833333333333,263.8333333333333,0.0483333333333333,-1.45,0.0916666666666666,3.9375,0.3975416666666667,0.2258333333333333,75.16666666666667,30.125,1.5,0.7,61.0,76.0,170.0,11.0,20.0,12.0,18.0,14.7,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,1.3333333333333333,2.142857142857143,3.0,1.6666666666666667,2.4285714285714284,1.0,1.6666666666666667,2.142857142857143,1.0,3.0,2.0,2.0,1.0,1.4285714285714286,1.0,,,2.0,2.0,98.0,133.0,92.0,119.0,36.0,9.0,7.0,10.0,8.0,43.0,25.0,36.0,24.0,33.0,17.0,13.0,18.0,13.0,18.0,6.0,0.8,1.2,0.7,1.1,0.3,17.0,23.0,17.0,22.0,11.0,1.7,2.5,1.5,2.3,0.4,18.9,26.3,18.7,9.7,1.0,122.0,220.0,94.0,171.0,11.0,285.0,471.0,237.0,381.0,52.0,8.4,6.083333333333333,3.3791666666666664,2.829166666666667,-4.3500000000000005,28.5625,30.85,18.445833333333333,22.29583333333333,9.758333333333333,57.28333333333333,64.09166666666667,35.479166666666664,44.35,18.579166666666666,79.54166666666667,82.125,91.45833333333331,78.625,79.625,261.4583333333333,258.5833333333333,227.79166666666663,298.75,200.25,0.0420833333333333,0.03375,0.0075,0.0304166666666666,0.0129166666666666,4.8625,3.208333333333333,2.1,-0.5499999999999999,-7.429166666666667,0.2166666666666666,0.1291666666666666,0.4333333333333333,0.0,0.0,0.21375,0.1725,0.0658333333333333,0.1625,0.0879166666666666,80.54166666666667,92.83333333333331,99.625,45.25,64.25,6.583333333333333,13.541666666666666,3.7916666666666665,37.41666666666666,36.04166666666666,0.0208333333333334,-10.666666666666671,100.54083333333334,0.2040277777777777,225
2015-01-12,4.0,5.133333333333334,25.366666666666664,49.7125,87.04166666666667,242.7083333333333,0.0204166666666666,3.145833333333333,0.1375,4.145833333333333,0.40625,0.1175,95.08333333333331,8.25,1.3,0.6,67.0,71.0,173.0,22.0,18.0,,15.0,14.6,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,2.333333333333333,2.4285714285714284,0.0,1.3333333333333333,2.142857142857143,3.0,1.6666666666666667,2.4285714285714284,1.0,1.6666666666666667,2.142857142857143,2.0,1.6666666666666667,1.5714285714285714,1.0,,,-1.0,-5.0,76.0,98.0,133.0,106.0,51.0,11.0,9.0,7.0,9.0,36.0,20.0,25.0,36.0,31.0,13.0,12.0,13.0,18.0,18.0,6.0,0.7,0.8,1.2,0.9,0.4,18.0,17.0,23.0,18.0,14.0,1.5,1.7,2.5,2.0,0.6,14.7,18.9,26.3,9.9,2.8,61.0,122.0,220.0,159.0,24.0,170.0,285.0,471.0,350.0,87.0,3.4,8.4,6.083333333333333,2.8625000000000003,-4.033333333333333,29.570833333333336,28.5625,30.85,16.925,9.066666666666666,61.50416666666666,57.28333333333333,64.09166666666667,33.233333333333334,17.662499999999998,71.45833333333333,79.54166666666667,82.125,94.875,89.83333333333333,263.8333333333333,261.4583333333333,258.5833333333333,290.1666666666667,205.9583333333333,0.0483333333333333,0.0420833333333333,0.03375,0.0058333333333333,0.0070833333333333,-1.45,4.8625,3.208333333333333,2.120833333333333,-5.4750000000000005,0.0916666666666666,0.2166666666666666,0.1291666666666666,0.225,0.0,0.2258333333333333,0.21375,0.1725,0.0383333333333333,0.0470833333333333,75.16666666666667,80.54166666666667,92.83333333333331,99.25,83.54166666666667,30.125,6.583333333333333,13.541666666666666,7.583333333333333,31.83333333333333,-0.9499999999999992,7.5,130.21555555555554,0.1856944444444444,226
2015-01-13,1.0,9.245833333333334,24.03333333333333,46.8625,69.29166666666667,229.16666666666663,0.0616666666666666,3.820833333333333,0.0333333333333333,6.754166666666666,0.3937083333333333,0.3654166666666666,88.79166666666667,16.625,1.9,0.6,63.0,77.0,173.0,10.0,24.0,,12.0,17.2,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,1.6666666666666667,1.8571428571428568,4.0,2.333333333333333,2.4285714285714284,0.0,1.3333333333333333,2.142857142857143,3.0,1.6666666666666667,2.4285714285714284,5.0,3.0,2.2857142857142856,0.0,0.6666666666666666,,1.0,7.0,71.0,76.0,98.0,91.0,93.0,22.0,11.0,9.0,8.0,10.0,18.0,20.0,25.0,31.0,25.0,,12.0,13.0,22.0,12.0,0.6,0.7,0.8,0.8,0.7,15.0,18.0,17.0,15.0,16.0,1.3,1.5,1.7,1.8,1.4,14.6,14.7,18.9,8.5,8.1,67.0,61.0,122.0,111.0,101.0,173.0,170.0,285.0,261.0,248.0,5.133333333333334,3.4,8.4,1.0166666666666666,-2.0416666666666665,25.366666666666664,29.570833333333336,28.5625,12.4,9.416666666666666,49.7125,61.50416666666666,57.28333333333333,24.829166666666666,16.995833333333334,87.04166666666667,71.45833333333333,79.54166666666667,91.16666666666669,93.70833333333331,242.7083333333333,263.8333333333333,261.4583333333333,141.41666666666666,220.3333333333333,0.0204166666666666,0.0483333333333333,0.0420833333333333,0.0108333333333333,0.0066666666666666,3.145833333333333,-1.45,4.8625,-0.2875,-2.908333333333333,0.1375,0.0916666666666666,0.2166666666666666,0.0,0.0,0.1175,0.2258333333333333,0.21375,0.055,0.0325,95.08333333333331,75.16666666666667,80.54166666666667,99.83333333333331,93.625,8.25,30.125,6.583333333333333,16.041666666666668,22.875,0.8458333333333332,-2.166666666666657,222.20819444444444,0.2362499999999999,227
2015-01-14,2.0,5.625,18.316666666666663,37.2125,82.20833333333333,236.75,0.0275,2.7625,0.1125,5.554166666666667,0.3954166666666667,0.1629166666666666,80.375,35.666666666666664,2.0,0.7,77.0,78.0,196.0,10.0,29.0,22.0,12.0,19.8,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,2.333333333333333,1.7142857142857142,1.0,1.6666666666666667,1.8571428571428568,4.0,2.333333333333333,2.4285714285714284,0.0,1.3333333333333333,2.142857142857143,3.0,3.333333333333333,2.142857142857143,4.0,1.6666666666666667,,1.0,-7.0,77.0,71.0,76.0,106.0,113.0,10.0,22.0,11.0,8.0,6.0,24.0,18.0,20.0,30.0,44.0,,,12.0,19.0,27.0,0.6,0.6,0.7,0.9,0.9,12.0,15.0,18.0,18.0,21.0,1.9,1.3,1.5,2.0,2.2,17.2,14.6,14.7,10.1,10.6,63.0,67.0,61.0,132.0,173.0,173.0,173.0,170.0,309.0,379.0,9.245833333333334,5.133333333333334,3.4,2.1750000000000003,2.4125,24.03333333333333,25.366666666666664,29.570833333333336,13.016666666666666,12.2875,46.8625,49.7125,61.50416666666666,25.979166666666668,21.77916666666667,69.29166666666667,87.04166666666667,71.45833333333333,89.91666666666667,98.125,229.16666666666663,242.7083333333333,263.8333333333333,228.0833333333333,258.5416666666667,0.0616666666666666,0.0204166666666666,0.0483333333333333,0.0075,0.0041666666666666,3.820833333333333,3.145833333333333,-1.45,0.6749999999999999,2.1041666666666665,0.0333333333333333,0.1375,0.0916666666666666,0.0249999999999999,0.0249999999999999,0.3654166666666666,0.1175,0.2258333333333333,0.0699999999999999,0.0166666666666666,88.79166666666667,95.08333333333331,75.16666666666667,81.79166666666667,98.125,16.625,8.25,30.125,9.791666666666666,6.125,2.225,-4.833333333333343,103.03124999999996,0.2152777777777777,228
2015-01-15,4.0,4.704166666666667,21.0875,39.92916666666667,77.83333333333333,194.91666666666663,0.0366666666666666,0.9625,0.0708333333333333,3.8625,0.395375,0.2129166666666666,85.45833333333333,13.708333333333334,1.2,0.5,37.0,60.0,118.0,14.0,18.0,15.0,9.0,17.5,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,2.333333333333333,2.142857142857143,2.0,2.333333333333333,1.7142857142857142,1.0,1.6666666666666667,1.8571428571428568,4.0,2.333333333333333,2.4285714285714284,1.0,3.0,2.0,2.0,2.0,,-2.0,4.0,78.0,77.0,71.0,92.0,118.0,10.0,10.0,22.0,10.0,10.0,29.0,24.0,18.0,24.0,42.0,22.0,,,13.0,33.0,0.7,0.6,0.6,0.7,1.0,12.0,12.0,15.0,17.0,20.0,2.0,1.9,1.3,1.5,2.4,19.8,17.2,14.6,18.7,9.1,77.0,63.0,67.0,94.0,180.0,196.0,173.0,173.0,237.0,395.0,5.625,9.245833333333334,5.133333333333334,3.3791666666666664,2.575,18.316666666666663,24.03333333333333,25.366666666666664,18.445833333333333,15.458333333333334,37.2125,46.8625,49.7125,35.479166666666664,29.0125,82.20833333333333,69.29166666666667,87.04166666666667,91.45833333333331,89.20833333333333,236.75,229.16666666666663,242.7083333333333,227.79166666666663,250.125,0.0275,0.0616666666666666,0.0204166666666666,0.0075,0.0133333333333333,2.7625,3.820833333333333,3.145833333333333,2.1,0.9666666666666668,0.1125,0.0333333333333333,0.1375,0.4333333333333333,0.0,0.1629166666666666,0.3654166666666666,0.1175,0.0658333333333333,0.0804166666666666,80.375,88.79166666666667,95.08333333333331,99.625,65.58333333333333,35.666666666666664,16.625,8.25,3.7916666666666665,36.958333333333336,-0.4291666666666671,8.541666666666657,99.19911458333333,0.2470833333333332,229
2015-01-16,0.0,7.2,12.254166666666668,25.5125,77.875,204.9583333333333,0.0345833333333333,3.4333333333333336,0.0875,5.933333333333334,0.38725,0.23625,94.0,37.16666666666666,1.1,0.5,34.0,60.0,112.0,28.0,12.0,11.0,9.0,15.9,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,2.0,2.0,4.0,2.333333333333333,2.142857142857143,2.0,2.333333333333333,1.7142857142857142,1.0,1.6666666666666667,1.8571428571428568,1.0,1.6666666666666667,2.142857142857143,0.0,2.0,,3.0,1.0,60.0,78.0,77.0,133.0,125.0,14.0,10.0,10.0,7.0,6.0,18.0,29.0,24.0,36.0,36.0,15.0,22.0,,18.0,22.0,0.5,0.7,0.6,1.2,1.1,9.0,12.0,12.0,23.0,22.0,1.2,2.0,1.9,2.5,2.4,17.5,19.8,17.2,26.3,11.1,37.0,77.0,63.0,220.0,202.0,118.0,196.0,173.0,471.0,436.0,4.704166666666667,5.625,9.245833333333334,6.083333333333333,4.845833333333333,21.0875,18.316666666666663,24.03333333333333,30.85,26.825,39.92916666666667,37.2125,46.8625,64.09166666666667,52.145833333333336,77.83333333333333,82.20833333333333,69.29166666666667,82.125,78.79166666666667,194.91666666666663,236.75,229.16666666666663,258.5833333333333,249.4583333333333,0.0366666666666666,0.0275,0.0616666666666666,0.03375,0.0325,0.9625,2.7625,3.820833333333333,3.208333333333333,1.4375,0.0708333333333333,0.1125,0.0333333333333333,0.1291666666666666,0.0999999999999999,0.2129166666666666,0.1629166666666666,0.3654166666666666,0.1725,0.1825,85.45833333333333,80.375,88.79166666666667,92.83333333333331,76.08333333333333,13.708333333333334,35.666666666666664,16.625,13.541666666666666,6.916666666666667,-2.0458333333333334,-4.333333333333329,88.23000000000002,0.2040277777777777,230
2015-01-17,1.0,2.733333333333333,9.233333333333333,18.14583333333333,91.08333333333331,273.9583333333333,0.01125,1.425,0.1916666666666666,3.820833333333333,0.4075416666666667,0.0691666666666666,94.125,24.83333333333333,1.1,0.4,28.0,55.0,98.0,28.0,12.0,10.0,9.0,14.9,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,1.6666666666666667,1.7142857142857142,0.0,2.0,2.0,4.0,2.333333333333333,2.142857142857143,2.0,2.333333333333333,1.7142857142857142,3.0,1.6666666666666667,2.4285714285714284,1.0,1.0,1.2857142857142858,-2.0,-6.0,60.0,60.0,78.0,98.0,103.0,28.0,14.0,10.0,9.0,6.0,12.0,18.0,29.0,25.0,30.0,11.0,15.0,22.0,13.0,18.0,0.5,0.5,0.7,0.8,0.8,9.0,9.0,12.0,17.0,18.0,1.1,1.2,2.0,1.7,1.9,15.9,17.5,19.8,18.9,9.1,34.0,37.0,77.0,122.0,145.0,112.0,118.0,196.0,285.0,325.0,7.2,4.704166666666667,5.625,8.4,3.758333333333333,12.254166666666668,21.0875,18.316666666666663,28.5625,25.641666666666666,25.5125,39.92916666666667,37.2125,57.28333333333333,50.60416666666666,77.875,77.83333333333333,82.20833333333333,79.54166666666667,69.58333333333333,204.9583333333333,194.91666666666663,236.75,261.4583333333333,260.8333333333333,0.0345833333333333,0.0366666666666666,0.0275,0.0420833333333333,0.0475,3.4333333333333336,0.9625,2.7625,4.8625,-1.3833333333333335,0.0875,0.0708333333333333,0.1125,0.2166666666666666,0.0083333333333333,0.23625,0.2129166666666666,0.1629166666666666,0.21375,0.24625,94.0,85.45833333333333,80.375,80.54166666666667,84.54166666666667,37.16666666666666,13.708333333333334,35.666666666666664,6.583333333333333,24.70833333333333,-2.891666666666667,13.249999999999986,25.23777777777777,0.1727777777777777,231
2015-01-18,0.0,-0.7791666666666667,9.375,17.908333333333335,89.66666666666667,190.0,0.01375,-2.2916666666666665,0.0,0.4291666666666667,0.3876666666666666,0.0666666666666666,54.375,46.875,1.0,0.4,17.0,40.0,66.0,24.0,11.0,11.0,8.0,13.5,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,0.3333333333333333,1.7142857142857142,1.0,1.6666666666666667,1.7142857142857142,0.0,2.0,2.0,4.0,2.333333333333333,2.142857142857143,0.0,1.3333333333333333,2.142857142857143,2.0,1.0,1.4285714285714286,-3.0,5.0,55.0,60.0,60.0,76.0,119.0,28.0,28.0,14.0,11.0,8.0,12.0,12.0,18.0,20.0,33.0,10.0,11.0,15.0,12.0,18.0,0.4,0.5,0.5,0.7,1.1,9.0,9.0,9.0,18.0,22.0,1.1,1.1,1.2,1.5,2.3,14.9,15.9,17.5,14.7,9.7,28.0,34.0,37.0,61.0,171.0,98.0,112.0,118.0,170.0,381.0,2.733333333333333,7.2,4.704166666666667,3.4,2.829166666666667,9.233333333333333,12.254166666666668,21.0875,29.570833333333336,22.29583333333333,18.14583333333333,25.5125,39.92916666666667,61.50416666666666,44.35,91.08333333333331,77.875,77.83333333333333,71.45833333333333,78.625,273.9583333333333,204.9583333333333,194.91666666666663,263.8333333333333,298.75,0.01125,0.0345833333333333,0.0366666666666666,0.0483333333333333,0.0304166666666666,1.425,3.4333333333333336,0.9625,-1.45,-0.5499999999999999,0.1916666666666666,0.0875,0.0708333333333333,0.0916666666666666,0.0,0.0691666666666666,0.23625,0.2129166666666666,0.2258333333333333,0.1625,94.125,94.0,85.45833333333333,75.16666666666667,45.25,24.83333333333333,37.16666666666666,13.708333333333334,30.125,37.41666666666666,-5.483333333333333,11.791666666666671,-7.3046875,0.1240277777777777,232
2015-01-19,1.0,-0.3958333333333333,9.541666666666666,17.083333333333332,91.70833333333331,131.16666666666666,0.0095833333333333,-1.5958333333333332,0.0,0.0999999999999999,0.3795833333333333,0.0504166666666666,77.875,31.45833333333333,1.0,0.5,27.0,55.0,97.0,29.0,11.0,4.0,12.0,12.7,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,0.6666666666666666,1.2857142857142858,0.0,0.3333333333333333,1.7142857142857142,1.0,1.6666666666666667,1.7142857142857142,0.0,2.0,2.0,4.0,2.333333333333333,2.4285714285714284,2.0,1.6666666666666667,1.5714285714285714,0.0,-2.0,40.0,55.0,60.0,71.0,106.0,24.0,28.0,28.0,22.0,9.0,11.0,12.0,12.0,18.0,31.0,11.0,10.0,11.0,,18.0,0.4,0.4,0.5,0.6,0.9,8.0,9.0,9.0,15.0,18.0,1.0,1.1,1.1,1.3,2.0,13.5,14.9,15.9,14.6,9.9,17.0,28.0,34.0,67.0,159.0,66.0,98.0,112.0,173.0,350.0,-0.7791666666666667,2.733333333333333,7.2,5.133333333333334,2.8625000000000003,9.375,9.233333333333333,12.254166666666668,25.366666666666664,16.925,17.908333333333335,18.14583333333333,25.5125,49.7125,33.233333333333334,89.66666666666667,91.08333333333331,77.875,87.04166666666667,94.875,190.0,273.9583333333333,204.9583333333333,242.7083333333333,290.1666666666667,0.01375,0.01125,0.0345833333333333,0.0204166666666666,0.0058333333333333,-2.2916666666666665,1.425,3.4333333333333336,3.145833333333333,2.120833333333333,0.0,0.1916666666666666,0.0875,0.1375,0.225,0.0666666666666666,0.0691666666666666,0.23625,0.1175,0.0383333333333333,54.375,94.125,94.0,95.08333333333331,99.25,46.875,24.83333333333333,37.16666666666666,8.25,7.583333333333333,-7.595833333333333,0.625,-3.776909722222222,0.0620833333333332,233
2015-01-20,0.0,0.6833333333333332,7.670833333333333,16.1125,94.04166666666669,157.20833333333334,0.0091666666666666,-0.1833333333333333,0.05,0.6958333333333333,0.38,0.0404166666666666,99.54166666666669,22.125,1.2,0.6,73.0,77.0,189.0,14.0,19.0,5.0,11.0,12.4,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,0.3333333333333333,1.1428571428571428,1.0,0.6666666666666666,1.2857142857142858,0.0,0.3333333333333333,1.7142857142857142,1.0,1.6666666666666667,1.7142857142857142,1.0,1.6666666666666667,1.8571428571428568,5.0,3.0,2.2857142857142856,0.0,2.0,55.0,40.0,55.0,77.0,91.0,29.0,24.0,28.0,10.0,8.0,11.0,11.0,12.0,24.0,31.0,4.0,11.0,10.0,,22.0,0.5,0.4,0.4,0.6,0.8,12.0,8.0,9.0,12.0,15.0,1.0,1.0,1.1,1.9,1.8,12.7,13.5,14.9,17.2,8.5,27.0,17.0,28.0,63.0,111.0,97.0,66.0,98.0,173.0,261.0,-0.3958333333333333,-0.7791666666666667,2.733333333333333,9.245833333333334,1.0166666666666666,9.541666666666666,9.375,9.233333333333333,24.03333333333333,12.4,17.083333333333332,17.908333333333335,18.14583333333333,46.8625,24.829166666666666,91.70833333333331,89.66666666666667,91.08333333333331,69.29166666666667,91.16666666666669,131.16666666666666,190.0,273.9583333333333,229.16666666666663,141.41666666666666,0.0095833333333333,0.01375,0.01125,0.0616666666666666,0.0108333333333333,-1.5958333333333332,-2.2916666666666665,1.425,3.820833333333333,-0.2875,0.0,0.0,0.1916666666666666,0.0333333333333333,0.0,0.0504166666666666,0.0666666666666666,0.0691666666666666,0.3654166666666666,0.055,77.875,54.375,94.125,88.79166666666667,99.83333333333331,31.45833333333333,46.875,24.83333333333333,16.625,16.041666666666668,-2.05,4.375000000000014,5.24173611111111,0.0524999999999999,234
2015-01-21,0.0,-0.05,6.658333333333334,13.858333333333333,89.83333333333333,201.625,0.0108333333333333,-1.5833333333333333,0.0,0.8958333333333334,0.37975,0.0658333333333333,86.16666666666667,26.25,1.0,0.6,42.0,67.0,131.0,18.0,12.0,5.0,9.0,11.6,0,4.5333333333333306,2.908333333333332,14.733605072463767,13356.041666666666,0.3377049180327868,52.459016393442624,39.90163934426229,90.0,2496.270833333334,0.3333333333333333,0.8571428571428571,0.0,0.3333333333333333,1.1428571428571428,1.0,0.6666666666666666,1.2857142857142858,0.0,0.3333333333333333,1.7142857142857142,2.0,2.333333333333333,1.7142857142857142,3.0,3.333333333333333,2.142857142857143,0.0,-2.0,77.0,55.0,40.0,78.0,106.0,14.0,29.0,24.0,10.0,8.0,19.0,11.0,11.0,29.0,30.0,5.0,4.0,11.0,22.0,19.0,0.6,0.5,0.4,0.7,0.9,11.0,12.0,8.0,12.0,18.0,1.2,1.0,1.0,2.0,2.0,12.4,12.7,13.5,19.8,10.1,73.0,27.0,17.0,77.0,132.0,189.0,97.0,66.0,196.0,309.0,0.6833333333333332,-0.3958333333333333,-0.7791666666666667,5.625,2.1750000000000003,7.670833333333333,9.541666666666666,9.375,18.316666666666663,13.016666666666666,16.1125,17.083333333333332,17.908333333333335,37.2125,25.979166666666668,94.04166666666669,91.70833333333331,89.66666666666667,82.20833333333333,89.91666666666667,157.20833333333334,131.16666666666666,190.0,236.75,228.0833333333333,0.0091666666666666,0.0095833333333333,0.01375,0.0275,0.0075,-0.1833333333333333,-1.5958333333333332,-2.2916666666666665,2.7625,0.6749999999999999,0.05,0.0,0.0,0.1125,0.0249999999999999,0.0404166666666666,0.0504166666666666,0.0666666666666666,0.1629166666666666,0.0699999999999999,99.54166666666669,77.875,54.375,80.375,81.79166666666667,22.125,31.45833333333333,46.875,35.666666666666664,9.791666666666666,0.7291666666666666,-1.8749999999999856,-0.3329166666666667,0.0522222222222221,235
