time,temperature_2m (°C),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),wind_direction_10m (°),et0_fao_evapotranspiration (mm),dew_point_2m (°C),rain (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),vapour_pressure_deficit (kPa),cloud_cover (%),shortwave_radiation (W/m²)
2019-01-03T13:00,2.1,17.6,31.3,72,345,0.06,-2.5,0.00,2.0,0.347,0.20,81,138.0
2019-01-03T14:00,1.8,11.0,29.9,78,349,0.03,-1.8,0.10,2.1,0.347,0.16,56,61.0
2019-01-03T15:00,-0.2,7.6,18.4,87,329,0.01,-2.1,0.00,1.6,0.347,0.08,36,27.0
2019-01-03T16:00,-0.8,8.7,14.0,87,336,0.00,-2.7,0.00,1.0,0.347,0.08,37,0.0
2019-01-03T17:00,-1.0,9.7,15.5,88,338,0.00,-2.8,0.00,0.8,0.347,0.07,12,0.0
2019-01-03T18:00,-1.4,10.6,17.3,87,336,0.00,-3.3,0.00,0.7,0.346,0.07,5,0.0
2019-01-03T19:00,-1.8,10.4,17.6,85,340,0.00,-4.0,0.00,0.6,0.346,0.08,31,0.0
2019-01-03T20:00,-2.3,10.5,17.3,87,338,0.00,-4.2,0.00,0.5,0.346,0.07,63,0.0
2019-01-03T21:00,-2.7,9.4,17.3,88,337,0.00,-4.4,0.00,0.4,0.346,0.06,97,0.0
2019-01-03T22:00,-3.1,7.8,15.5,89,326,0.00,-4.7,0.00,0.3,0.346,0.06,98,0.0
2019-01-03T23:00,-2.7,7.7,14.8,89,319,0.00,-4.2,0.00,0.3,0.346,0.06,100,0.0
2019-01-04T00:00,-1.6,7.6,15.8,86,301,0.00,-3.7,0.00,0.2,0.346,0.07,100,0.0
2019-01-04T01:00,-0.9,8.4,15.1,86,290,0.00,-2.8,0.00,0.2,0.346,0.08,100,0.0
2019-01-04T02:00,-0.6,8.6,14.4,90,285,0.00,-2.0,0.00,0.2,0.346,0.06,98,0.0
2019-01-04T03:00,-0.6,10.1,16.2,95,270,0.00,-1.3,0.00,0.2,0.345,0.03,97,0.0
2019-01-04T04:00,-0.4,12.6,20.5,97,267,0.00,-0.9,0.00,0.2,0.345,0.02,98,0.0
2019-01-04T05:00,-0.6,15.2,25.2,96,266,0.00,-1.2,0.00,0.2,0.345,0.02,100,0.0
2019-01-04T06:00,-1.0,16.2,27.4,91,269,0.00,-2.2,0.00,0.2,0.345,0.05,100,0.0
2019-01-04T07:00,-0.5,16.6,28.4,87,269,0.00,-2.5,0.00,0.3,0.345,0.08,99,0.0
2019-01-04T08:00,0.2,15.5,27.7,87,265,0.02,-1.7,0.00,0.3,0.345,0.08,100,6.0
2019-01-04T09:00,0.9,17.7,27.4,88,258,0.02,-0.8,0.00,0.3,0.344,0.08,100,20.0
2019-01-04T10:00,2.0,20.2,33.5,89,266,0.02,0.4,0.00,0.4,0.345,0.07,100,19.0
2019-01-04T11:00,3.2,23.8,39.6,87,272,0.03,1.3,0.00,0.6,0.345,0.10,100,40.0
2019-01-04T12:00,2.5,23.8,40.3,90,273,0.02,1.1,0.00,0.8,0.346,0.07,100,18.0
2019-01-04T13:00,2.5,21.0,41.0,91,275,0.02,1.1,0.20,0.9,0.347,0.06,100,15.0
2019-01-04T14:00,2.7,19.1,35.6,92,273,0.02,1.5,0.10,1.2,0.348,0.06,100,9.0
2019-01-04T15:00,3.1,18.9,32.8,93,283,0.02,2.0,0.10,1.6,0.349,0.05,100,4.0
2019-01-04T16:00,3.4,19.4,32.8,93,288,0.00,2.3,0.00,1.9,0.348,0.06,100,0.0
2019-01-04T17:00,3.6,19.5,33.8,93,295,0.00,2.5,0.00,2.1,0.348,0.06,99,0.0
2019-01-04T18:00,3.7,17.9,33.1,92,298,0.00,2.5,0.00,2.3,0.348,0.06,100,0.0
2019-01-04T19:00,3.5,16.1,30.6,93,294,0.00,2.5,0.00,2.3,0.348,0.06,100,0.0
2019-01-04T20:00,3.9,17.7,29.5,94,287,0.00,3.0,0.00,2.5,0.348,0.05,100,0.0
2019-01-04T21:00,4.5,19.0,32.4,93,280,0.00,3.5,0.00,2.7,0.348,0.06,100,0.0
2019-01-04T22:00,4.8,19.6,33.1,94,276,0.00,3.8,0.00,3.0,0.348,0.05,100,0.0
2019-01-04T23:00,5.0,20.1,34.6,94,279,0.00,4.1,0.10,3.2,0.348,0.05,100,0.0
2019-01-05T00:00,4.9,19.9,34.6,95,276,0.00,4.2,0.10,3.2,0.348,0.05,100,0.0
2019-01-05T01:00,5.2,19.0,33.8,94,280,0.00,4.3,0.20,3.3,0.350,0.05,100,0.0
2019-01-05T02:00,5.4,18.8,32.4,95,282,0.00,4.6,0.30,3.5,0.354,0.05,100,0.0
2019-01-05T03:00,5.7,19.8,33.8,95,289,0.00,4.8,0.30,3.8,0.357,0.05,100,0.0
2019-01-05T04:00,5.9,21.3,36.4,95,296,0.00,5.2,0.10,3.9,0.358,0.05,100,0.0
2019-01-05T05:00,6.2,21.2,37.1,95,310,0.00,5.4,0.10,4.1,0.358,0.05,100,0.0
2019-01-05T06:00,6.3,20.4,36.4,95,318,0.00,5.7,0.00,4.3,0.358,0.05,100,0.0
2019-01-05T07:00,6.2,19.7,34.9,95,322,0.00,5.6,0.00,4.4,0.357,0.05,100,0.0
2019-01-05T08:00,6.2,17.8,33.8,94,324,0.01,5.4,0.00,4.5,0.357,0.05,98,4.0
2019-01-05T09:00,6.4,17.3,30.2,93,324,0.02,5.4,0.00,4.7,0.356,0.06,92,40.0
2019-01-05T10:00,6.6,17.2,30.6,92,323,0.03,5.4,0.00,4.9,0.356,0.08,50,76.0
2019-01-05T11:00,7.0,17.2,33.1,89,331,0.06,5.2,0.00,5.3,0.356,0.11,34,172.0
2019-01-05T12:00,7.6,19.7,32.4,84,329,0.06,4.9,0.00,5.9,0.350,0.17,79,169.0
2019-01-05T13:00,7.3,16.3,34.2,86,332,0.05,5.2,0.00,6.0,0.350,0.14,97,104.0
2019-01-05T14:00,6.8,14.0,27.7,87,331,0.03,4.8,0.00,5.8,0.350,0.12,100,33.0
2019-01-05T15:00,6.3,13.0,24.1,89,341,0.02,4.6,0.00,5.6,0.350,0.11,100,6.0
2019-01-05T16:00,5.8,12.8,22.3,90,350,0.00,4.3,0.00,5.4,0.349,0.09,100,0.0
2019-01-05T17:00,5.3,13.2,22.3,90,349,0.00,3.8,0.00,5.2,0.349,0.09,88,0.0
2019-01-05T18:00,4.7,13.0,22.0,91,357,0.00,3.3,0.00,4.9,0.349,0.08,86,0.0
2019-01-05T19:00,4.0,12.6,22.0,92,347,0.00,2.8,0.00,4.7,0.349,0.06,99,0.0
2019-01-05T20:00,3.8,13.2,23.0,91,349,0.00,2.4,0.00,4.4,0.348,0.08,100,0.0
2019-01-05T21:00,3.5,12.5,22.7,91,348,0.00,2.1,0.00,4.3,0.348,0.07,93,0.0
2019-01-05T22:00,2.7,10.2,21.2,90,342,0.00,1.2,0.00,4.0,0.348,0.07,61,0.0
2019-01-05T23:00,1.2,8.0,17.3,94,324,0.00,0.3,0.00,3.5,0.348,0.04,31,0.0
2019-01-06T00:00,1.8,11.0,15.8,89,308,0.00,0.2,0.00,3.7,0.348,0.07,29,0.0
2019-01-06T01:00,1.4,12.5,20.5,92,314,0.00,0.2,0.00,3.3,0.347,0.05,53,0.0
2019-01-06T02:00,1.1,12.3,22.3,94,328,0.00,0.2,0.00,3.0,0.347,0.04,76,0.0
2019-01-06T03:00,1.7,12.8,21.6,91,338,0.00,0.3,0.00,2.8,0.347,0.06,32,0.0
2019-01-06T04:00,1.4,11.7,21.2,89,342,0.00,-0.2,0.00,2.8,0.347,0.07,9,0.0
2019-01-06T05:00,-0.2,9.6,19.4,92,340,0.00,-1.4,0.00,2.2,0.346,0.05,15,0.0
2019-01-06T06:00,-0.4,9.8,16.6,93,343,0.00,-1.5,0.00,1.9,0.346,0.04,50,0.0
2019-01-06T07:00,-0.6,9.6,16.9,93,347,0.00,-1.6,0.00,1.6,0.346,0.04,50,0.0
2019-01-06T08:00,-0.3,9.8,15.8,92,352,0.01,-1.5,0.00,1.5,0.346,0.05,43,10.0
2019-01-06T09:00,0.8,9.4,17.6,88,353,0.02,-0.9,0.00,1.9,0.345,0.08,39,74.0
2019-01-06T10:00,1.6,9.4,18.7,83,2,0.04,-0.9,0.00,2.3,0.345,0.11,90,137.0
2019-01-06T11:00,2.0,7.6,18.7,81,352,0.05,-0.9,0.00,2.8,0.345,0.14,85,153.0
2019-01-06T12:00,2.8,7.4,16.2,75,321,0.06,-1.2,0.00,3.1,0.344,0.19,93,154.0
2019-01-06T13:00,2.8,10.2,18.7,73,328,0.05,-1.6,0.00,3.3,0.344,0.21,100,109.0
2019-01-06T14:00,2.7,10.0,18.7,74,334,0.03,-1.5,0.00,3.3,0.344,0.19,100,31.0
2019-01-06T15:00,2.3,5.9,17.3,78,322,0.02,-1.1,0.00,3.2,0.343,0.16,100,9.0
2019-01-06T16:00,2.0,6.2,10.1,81,306,0.00,-0.9,0.00,2.9,0.343,0.13,96,0.0
2019-01-06T17:00,1.8,6.9,11.9,84,313,0.00,-0.6,0.00,2.8,0.343,0.11,100,0.0
2019-01-06T18:00,1.8,4.5,11.5,85,346,0.00,-0.4,0.00,2.7,0.343,0.10,97,0.0
2019-01-06T19:00,1.0,5.4,6.8,91,8,0.00,-0.2,0.00,2.5,0.343,0.06,83,0.0
2019-01-06T20:00,1.1,3.8,6.8,88,319,0.00,-0.6,0.00,2.2,0.342,0.08,37,0.0
2019-01-06T21:00,0.4,2.9,4.3,91,277,0.00,-0.8,0.00,1.8,0.342,0.05,42,0.0
2019-01-06T22:00,0.8,1.8,3.6,91,217,0.00,-0.6,0.00,1.5,0.342,0.06,43,0.0
2019-01-06T23:00,0.2,3.2,3.6,93,180,0.00,-0.8,0.00,1.2,0.342,0.04,55,0.0
2019-01-07T00:00,0.4,5.3,6.8,95,242,0.00,-0.3,0.00,1.1,0.342,0.03,75,0.0
2019-01-07T01:00,0.6,3.0,6.1,94,194,0.00,-0.2,0.00,1.3,0.342,0.04,98,0.0
2019-01-07T02:00,0.9,4.5,7.6,94,209,0.00,0.0,0.00,1.4,0.342,0.04,96,0.0
2019-01-07T03:00,1.1,4.3,8.3,93,204,0.00,0.2,0.00,1.5,0.342,0.04,98,0.0
2019-01-07T04:00,1.2,4.7,7.9,93,184,0.00,0.3,0.00,1.6,0.342,0.04,100,0.0
2019-01-07T05:00,1.5,5.9,9.7,93,191,0.00,0.5,0.10,1.8,0.342,0.05,100,0.0
2019-01-07T06:00,1.8,6.8,11.2,93,198,0.00,0.8,0.10,1.9,0.342,0.05,100,0.0
2019-01-07T07:00,2.1,6.8,11.5,93,205,0.00,1.1,0.10,2.0,0.343,0.05,100,0.0
2019-01-07T08:00,2.5,6.4,11.2,95,207,0.01,1.7,0.10,2.2,0.344,0.04,100,1.0
2019-01-07T09:00,3.2,6.1,10.4,96,220,0.01,2.6,0.10,2.5,0.345,0.03,100,9.0
2019-01-07T10:00,4.0,6.9,10.8,97,231,0.02,3.6,0.10,2.8,0.345,0.02,100,19.0
2019-01-07T11:00,4.6,8.2,13.3,98,247,0.02,4.3,0.10,3.0,0.347,0.01,100,20.0
2019-01-07T12:00,4.6,9.9,18.4,98,251,0.02,4.2,0.20,3.2,0.349,0.02,100,14.0
2019-01-07T13:00,5.1,14.4,24.1,96,269,0.02,4.4,0.20,3.5,0.351,0.04,100,19.0
2019-01-07T14:00,4.9,15.2,25.9,96,265,0.02,4.3,0.10,3.6,0.352,0.04,100,14.0
2019-01-07T15:00,4.8,15.8,26.6,95,258,0.01,4.0,0.00,3.7,0.351,0.05,100,7.0
2019-01-07T16:00,4.6,16.8,28.4,95,255,0.00,3.8,0.00,3.7,0.351,0.04,100,0.0
2019-01-07T17:00,4.4,15.0,28.4,96,243,0.00,3.8,0.00,3.7,0.351,0.04,100,0.0
2019-01-07T18:00,4.0,15.5,25.9,96,228,0.00,3.4,0.00,3.6,0.350,0.03,100,0.0
2019-01-07T19:00,4.2,18.2,30.6,95,218,0.00,3.5,0.10,3.6,0.351,0.04,100,0.0
2019-01-07T20:00,4.4,20.0,34.2,94,218,0.00,3.6,0.10,3.7,0.352,0.05,100,0.0
2019-01-07T21:00,4.7,21.7,37.1,93,222,0.00,3.5,0.50,3.7,0.358,0.06,100,0.0
2019-01-07T22:00,4.7,22.2,38.2,92,220,0.00,3.5,0.80,3.8,0.368,0.07,100,0.0
2019-01-07T23:00,4.8,22.9,39.6,92,224,0.00,3.6,1.00,3.8,0.380,0.07,100,0.0
2019-01-08T00:00,5.1,23.4,42.1,91,225,0.00,3.8,0.80,4.1,0.390,0.08,100,0.0
2019-01-08T01:00,5.2,24.8,42.5,91,230,0.01,3.9,0.80,4.1,0.398,0.08,100,0.0
2019-01-08T02:00,5.3,24.9,42.8,92,231,0.00,4.1,0.90,4.2,0.406,0.07,100,0.0
2019-01-08T03:00,5.7,23.0,43.2,92,241,0.00,4.6,0.40,4.2,0.406,0.07,100,0.0
2019-01-08T04:00,5.8,22.8,39.6,93,254,0.00,4.8,0.40,4.3,0.406,0.06,43,0.0
2019-01-08T05:00,5.6,24.6,42.5,91,255,0.01,4.2,0.10,4.3,0.402,0.08,86,0.0
2019-01-08T06:00,5.2,26.2,45.7,90,249,0.01,3.7,0.10,4.3,0.399,0.09,97,0.0
2019-01-08T07:00,5.1,28.2,48.6,90,243,0.01,3.5,0.40,4.2,0.401,0.09,100,0.0
2019-01-08T08:00,5.2,29.5,51.1,88,240,0.03,3.3,0.10,4.2,0.398,0.11,100,3.0
2019-01-08T09:00,4.8,30.6,67.3,90,233,0.02,3.3,1.40,4.2,0.412,0.08,100,13.0
2019-01-08T10:00,4.8,32.2,72.7,91,245,0.03,3.5,1.20,4.2,0.419,0.08,100,12.0
2019-01-08T11:00,5.2,31.5,55.8,91,254,0.03,3.8,0.80,4.3,0.420,0.08,100,29.0
2019-01-08T12:00,5.4,29.4,56.5,90,263,0.03,3.9,0.40,4.8,0.411,0.09,100,41.0
2019-01-08T13:00,5.8,29.0,50.8,88,277,0.03,4.1,0.10,4.8,0.407,0.11,100,28.0
2019-01-08T14:00,5.6,28.9,54.4,87,289,0.03,3.6,0.10,4.8,0.403,0.12,100,34.0
2019-01-08T15:00,5.2,27.8,50.0,88,289,0.03,3.3,0.10,4.7,0.401,0.11,100,13.0
2019-01-08T16:00,4.8,27.2,47.9,88,296,0.01,3.1,0.10,4.6,0.398,0.10,90,0.0
2019-01-08T17:00,3.7,26.0,46.4,87,317,0.01,1.7,0.10,4.3,0.397,0.11,100,0.0
2019-01-08T18:00,2.7,23.8,45.0,87,302,0.01,0.8,0.10,4.0,0.395,0.09,99,0.0
2019-01-08T19:00,2.2,23.9,40.7,91,291,0.00,0.9,0.20,3.7,0.395,0.07,100,0.0
2019-01-08T20:00,2.2,24.7,44.3,92,293,0.00,1.0,0.40,3.5,0.397,0.05,100,0.0
2019-01-08T21:00,2.0,24.1,42.8,93,290,0.00,0.9,0.40,3.3,0.400,0.05,100,0.0
2019-01-08T22:00,1.5,24.7,42.5,94,289,0.00,0.8,0.40,3.2,0.402,0.04,100,0.0
2019-01-08T23:00,1.6,24.4,42.8,94,292,0.00,0.8,0.20,3.0,0.401,0.04,100,0.0
2019-01-09T00:00,2.3,23.8,42.5,93,295,0.00,1.3,0.30,3.5,0.402,0.05,100,0.0
2019-01-09T01:00,1.8,25.9,47.5,95,305,0.00,1.0,0.40,3.3,0.404,0.04,100,0.0
2019-01-09T02:00,1.2,25.5,44.6,96,313,0.00,0.6,0.40,3.1,0.406,0.03,100,0.0
2019-01-09T03:00,1.2,25.2,44.3,95,318,0.00,0.4,0.20,3.0,0.405,0.04,100,0.0
2019-01-09T04:00,1.4,25.3,43.6,94,319,0.00,0.4,0.20,2.8,0.403,0.04,100,0.0
2019-01-09T05:00,1.7,26.4,45.4,91,321,0.00,0.4,0.10,2.8,0.401,0.06,100,0.0
2019-01-09T06:00,1.5,26.5,46.1,94,326,0.00,0.6,0.20,2.7,0.401,0.04,100,0.0
2019-01-09T07:00,1.2,27.0,46.8,95,329,0.00,0.4,0.30,2.7,0.402,0.04,99,0.0
2019-01-09T08:00,1.1,27.4,48.2,94,332,0.01,0.3,0.20,2.5,0.402,0.04,100,2.0
2019-01-09T09:00,1.2,26.6,53.3,94,332,0.02,0.3,0.10,2.5,0.401,0.04,100,16.0
2019-01-09T10:00,1.5,26.3,45.7,95,341,0.02,0.7,0.30,2.5,0.402,0.04,100,38.0
2019-01-09T11:00,2.0,25.6,45.0,93,343,0.02,0.9,0.30,2.6,0.403,0.05,100,29.0
2019-01-09T12:00,1.7,25.1,46.4,93,333,0.02,0.8,0.10,2.6,0.404,0.05,100,26.0
2019-01-09T13:00,2.0,28.5,55.1,90,344,0.03,0.6,0.20,2.7,0.402,0.07,100,52.0
2019-01-09T14:00,1.5,27.3,49.7,93,344,0.02,0.6,0.20,2.7,0.402,0.05,99,32.0
2019-01-09T15:00,1.6,26.6,47.5,93,347,0.02,0.6,0.10,2.6,0.401,0.05,100,9.0
2019-01-09T16:00,1.7,23.4,46.1,94,350,0.00,0.9,0.10,2.5,0.400,0.04,100,0.0
2019-01-09T17:00,2.0,22.4,40.7,95,355,0.00,1.3,0.30,2.5,0.402,0.03,100,0.0
2019-01-09T18:00,2.0,20.2,38.9,96,359,0.00,1.5,0.40,2.6,0.404,0.02,100,0.0
2019-01-09T19:00,2.8,20.8,37.1,94,10,0.00,2.0,0.20,2.7,0.404,0.05,100,0.0
2019-01-09T20:00,2.6,20.3,36.0,95,7,0.00,1.9,0.20,2.8,0.404,0.04,100,0.0
2019-01-09T21:00,2.8,23.3,40.3,91,9,0.00,1.5,0.10,2.8,0.403,0.07,100,0.0
2019-01-09T22:00,2.5,23.1,40.7,91,4,0.00,1.2,0.10,2.8,0.401,0.06,100,0.0
2019-01-09T23:00,2.3,22.8,39.6,91,5,0.00,0.9,0.00,2.8,0.400,0.07,98,0.0
2019-01-10T00:00,2.0,20.9,38.9,95,356,0.00,1.4,0.10,2.9,0.398,0.03,97,0.0
2019-01-10T01:00,1.8,21.2,37.8,94,1,0.00,0.9,0.20,2.8,0.399,0.04,100,0.0
2019-01-10T02:00,1.9,20.9,36.7,92,2,0.00,0.6,0.00,2.7,0.397,0.06,100,0.0
2019-01-10T03:00,1.6,19.9,36.0,92,356,0.00,0.4,0.00,2.5,0.396,0.06,98,0.0
2019-01-10T04:00,1.5,19.9,34.2,90,356,0.00,0.1,0.00,2.5,0.395,0.07,91,0.0
2019-01-10T05:00,1.2,19.5,34.2,90,355,0.00,-0.2,0.00,2.3,0.393,0.07,86,0.0
2019-01-10T06:00,1.0,18.6,33.5,90,351,0.00,-0.4,0.00,2.2,0.392,0.07,83,0.0
2019-01-10T07:00,0.2,16.7,31.7,92,346,0.00,-0.9,0.00,1.9,0.391,0.05,99,0.0
2019-01-10T08:00,0.2,16.3,28.8,90,346,0.01,-1.2,0.00,1.8,0.390,0.06,67,9.0
2019-01-10T09:00,0.2,15.3,27.7,90,336,0.02,-1.2,0.00,1.8,0.389,0.06,19,57.0
2019-01-10T10:00,0.6,17.8,32.0,87,346,0.04,-1.3,0.00,2.0,0.388,0.08,48,146.0
2019-01-10T11:00,1.3,17.2,32.0,80,350,0.05,-1.7,0.00,2.4,0.387,0.13,51,184.0
2019-01-10T12:00,1.0,14.8,31.7,83,331,0.05,-1.6,0.00,2.5,0.385,0.11,65,185.0
2019-01-10T13:00,1.2,14.7,27.4,72,335,0.06,-3.3,0.00,2.7,0.384,0.19,66,146.0
2019-01-10T14:00,0.7,13.4,26.6,70,333,0.04,-4.2,0.00,2.5,0.383,0.19,91,109.0
2019-01-10T15:00,0.0,11.0,23.0,73,328,0.02,-4.3,0.00,2.1,0.382,0.17,91,31.0
2019-01-10T16:00,-0.2,10.1,19.4,74,333,0.02,-4.2,0.00,1.8,0.382,0.15,91,0.0
2019-01-10T17:00,-0.2,9.0,17.6,76,337,0.01,-4.0,0.00,1.6,0.381,0.15,95,0.0
2019-01-10T18:00,-0.4,5.2,15.1,79,326,0.00,-3.6,0.00,1.5,0.380,0.13,90,0.0
2019-01-10T19:00,-0.7,3.4,8.3,84,288,0.00,-3.1,0.00,1.2,0.380,0.09,79,0.0
