time,temperature_2m (°C),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),wind_direction_10m (°),et0_fao_evapotranspiration (mm),dew_point_2m (°C),rain (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),vapour_pressure_deficit (kPa),cloud_cover (%),shortwave_radiation (W/m²)
2021-01-04T18:00,-0.2,12.3,20.9,95,50,0.00,-0.9,0.00,0.9,0.350,0.03,99,0.0
2021-01-04T19:00,-0.1,11.8,21.6,95,50,0.00,-0.8,0.00,0.8,0.350,0.03,100,0.0
2021-01-04T20:00,0.2,11.1,20.5,95,54,0.00,-0.6,0.00,0.8,0.350,0.03,100,0.0
2021-01-04T21:00,0.2,12.0,20.5,95,51,0.00,-0.4,0.10,0.8,0.349,0.03,100,0.0
2021-01-04T22:00,0.3,12.3,21.2,95,52,0.00,-0.3,0.00,0.8,0.349,0.03,100,0.0
2021-01-04T23:00,0.3,11.5,20.9,95,49,0.00,-0.3,0.00,0.8,0.349,0.03,100,0.0
2021-01-05T00:00,0.2,11.8,19.4,94,40,0.00,-0.6,0.00,0.9,0.350,0.03,100,0.0
2021-01-05T01:00,0.4,12.5,21.6,94,46,0.00,-0.4,0.00,0.9,0.349,0.04,100,0.0
2021-01-05T02:00,0.5,12.8,21.6,94,52,0.00,-0.3,0.00,0.9,0.349,0.04,100,0.0
2021-01-05T03:00,0.6,13.8,23.0,94,47,0.00,-0.3,0.00,0.9,0.349,0.04,100,0.0
2021-01-05T04:00,0.6,14.3,24.1,94,43,0.00,-0.2,0.00,0.9,0.349,0.04,100,0.0
2021-01-05T05:00,0.6,14.5,24.1,94,42,0.00,-0.2,0.00,0.9,0.349,0.04,100,0.0
2021-01-05T06:00,0.6,14.8,24.8,94,41,0.00,-0.2,0.00,1.0,0.348,0.04,100,0.0
2021-01-05T07:00,0.6,13.5,24.8,94,44,0.00,-0.2,0.00,1.0,0.348,0.04,100,0.0
2021-01-05T08:00,0.8,13.0,22.7,94,42,0.01,-0.2,0.00,1.0,0.348,0.04,99,4.0
2021-01-05T09:00,1.0,14.5,24.1,93,35,0.02,-0.1,0.00,1.2,0.348,0.05,100,24.0
2021-01-05T10:00,1.4,14.7,25.2,91,28,0.02,0.2,0.00,1.4,0.348,0.06,100,43.0
2021-01-05T11:00,1.5,16.1,27.0,91,27,0.02,0.2,0.00,1.6,0.348,0.06,100,42.0
2021-01-05T12:00,1.2,14.2,29.9,95,24,0.02,0.6,0.00,1.4,0.350,0.03,100,36.0
2021-01-05T13:00,1.2,14.9,25.6,95,20,0.02,0.6,0.10,1.5,0.352,0.03,100,29.0
2021-01-05T14:00,1.5,14.7,25.6,96,17,0.01,0.9,0.10,1.5,0.353,0.03,100,11.0
2021-01-05T15:00,1.8,17.7,29.5,95,24,0.01,1.1,0.00,1.5,0.353,0.03,100,7.0
2021-01-05T16:00,2.0,18.1,30.6,94,23,0.00,1.1,0.00,1.6,0.353,0.04,100,0.0
2021-01-05T17:00,2.0,17.6,30.6,93,23,0.00,0.9,0.00,1.6,0.354,0.05,100,0.0
2021-01-05T18:00,2.1,15.8,29.5,92,17,0.00,0.9,0.00,1.6,0.354,0.06,100,0.0
2021-01-05T19:00,2.2,15.7,27.0,91,9,0.00,1.0,0.00,1.6,0.354,0.06,100,0.0
2021-01-05T20:00,2.3,15.5,26.6,92,3,0.00,1.2,0.00,1.7,0.355,0.06,100,0.0
2021-01-05T21:00,2.5,16.6,27.7,93,356,0.00,1.5,0.10,1.8,0.355,0.05,100,0.0
2021-01-05T22:00,2.7,16.8,28.4,94,351,0.00,1.8,0.10,1.9,0.357,0.05,100,0.0
2021-01-05T23:00,2.8,15.7,28.4,94,349,0.00,2.0,0.10,2.0,0.358,0.04,100,0.0
2021-01-06T00:00,2.8,15.6,27.4,94,337,0.00,2.0,0.10,2.3,0.360,0.04,100,0.0
2021-01-06T01:00,2.7,16.4,28.8,95,331,0.00,2.0,0.30,2.3,0.364,0.03,100,0.0
2021-01-06T02:00,2.5,16.6,28.4,97,333,0.00,2.0,0.30,2.2,0.368,0.03,100,0.0
2021-01-06T03:00,2.2,17.2,30.2,95,344,0.00,1.5,0.20,2.2,0.370,0.03,100,0.0
2021-01-06T04:00,1.8,14.2,30.2,97,330,0.00,1.4,0.20,2.0,0.372,0.02,100,0.0
2021-01-06T05:00,1.2,14.0,24.5,100,312,0.00,1.2,0.40,1.9,0.376,0.00,100,0.0
2021-01-06T06:00,1.0,14.3,24.5,100,313,0.00,0.9,0.20,1.8,0.378,0.00,100,0.0
2021-01-06T07:00,0.9,14.5,24.8,100,316,0.00,0.9,0.20,1.7,0.379,0.00,100,0.0
2021-01-06T08:00,1.0,14.1,23.8,99,310,0.01,0.9,0.10,1.6,0.379,0.01,100,4.0
2021-01-06T09:00,1.2,11.5,22.7,98,302,0.01,0.9,0.00,1.7,0.378,0.02,100,19.0
2021-01-06T10:00,1.4,10.8,19.4,98,296,0.02,1.0,0.10,1.9,0.377,0.02,100,32.0
2021-01-06T11:00,1.5,12.2,21.2,98,294,0.02,1.2,0.10,2.0,0.377,0.01,100,37.0
2021-01-06T12:00,1.5,10.8,23.0,89,270,0.03,-0.1,0.00,1.8,0.376,0.07,100,61.0
2021-01-06T13:00,1.6,13.0,22.7,89,272,0.02,-0.1,0.00,1.9,0.375,0.08,100,34.0
2021-01-06T14:00,1.5,12.7,22.7,91,277,0.02,0.1,0.00,1.9,0.374,0.06,100,19.0
2021-01-06T15:00,1.2,9.7,21.6,94,266,0.01,0.4,0.10,1.8,0.373,0.04,100,7.0
2021-01-06T16:00,1.0,11.0,19.4,96,259,0.00,0.5,0.00,1.6,0.372,0.03,100,0.0
2021-01-06T17:00,0.9,13.2,22.3,96,259,0.00,0.3,0.10,1.5,0.372,0.02,100,0.0
2021-01-06T18:00,0.6,12.8,22.3,98,254,0.00,0.3,0.10,1.5,0.371,0.02,100,0.0
2021-01-06T19:00,0.7,13.5,22.3,98,254,0.00,0.3,0.10,1.4,0.370,0.02,100,0.0
2021-01-06T20:00,0.6,12.9,22.3,98,252,0.00,0.3,0.10,1.4,0.370,0.01,100,0.0
2021-01-06T21:00,0.6,12.5,21.2,98,252,0.00,0.3,0.10,1.3,0.369,0.02,100,0.0
2021-01-06T22:00,0.6,12.4,20.9,98,248,0.00,0.3,0.10,1.3,0.369,0.01,100,0.0
2021-01-06T23:00,0.7,12.2,20.9,98,246,0.00,0.4,0.10,1.2,0.369,0.01,100,0.0
2021-01-07T00:00,0.6,13.5,22.7,96,245,0.00,0.0,0.00,1.4,0.367,0.03,100,0.0
2021-01-07T01:00,0.6,15.5,25.6,96,248,0.00,0.1,0.00,1.3,0.366,0.02,100,0.0
2021-01-07T02:00,0.6,15.5,25.9,96,252,0.00,0.1,0.00,1.2,0.366,0.03,100,0.0
2021-01-07T03:00,0.6,16.8,28.1,94,255,0.00,-0.2,0.00,1.2,0.365,0.04,100,0.0
2021-01-07T04:00,0.5,16.9,28.8,93,254,0.00,-0.5,0.00,1.1,0.365,0.04,100,0.0
2021-01-07T05:00,0.4,15.6,28.8,92,251,0.00,-0.7,0.00,1.0,0.364,0.05,100,0.0
2021-01-07T06:00,0.4,13.8,26.3,92,250,0.00,-0.7,0.00,1.0,0.363,0.05,100,0.0
2021-01-07T07:00,0.4,13.9,23.8,93,249,0.00,-0.6,0.00,0.9,0.363,0.05,100,0.0
2021-01-07T08:00,0.6,14.5,24.5,92,247,0.01,-0.5,0.00,1.0,0.362,0.05,100,2.0
2021-01-07T09:00,0.9,17.9,30.6,91,251,0.02,-0.4,0.10,1.1,0.362,0.06,100,23.0
2021-01-07T10:00,1.2,17.8,31.0,90,252,0.02,-0.3,0.00,1.4,0.361,0.07,100,48.0
2021-01-07T11:00,1.6,18.5,32.8,87,257,0.03,-0.2,0.00,1.6,0.361,0.09,100,73.0
2021-01-07T12:00,1.1,16.6,32.4,90,246,0.03,-0.2,0.00,1.4,0.362,0.06,100,74.0
2021-01-07T13:00,1.2,16.6,28.8,90,248,0.02,-0.2,0.00,1.5,0.362,0.06,100,29.0
2021-01-07T14:00,1.2,14.7,28.1,90,248,0.02,-0.2,0.10,1.5,0.362,0.06,100,16.0
2021-01-07T15:00,1.2,14.0,25.2,90,244,0.02,-0.2,0.10,1.5,0.362,0.06,100,9.0
2021-01-07T16:00,1.0,14.3,24.1,91,242,0.00,-0.2,0.10,1.4,0.362,0.06,100,0.0
2021-01-07T17:00,0.9,14.5,24.5,92,240,0.00,-0.2,0.10,1.3,0.362,0.05,100,0.0
2021-01-07T18:00,0.9,14.7,24.8,91,242,0.00,-0.4,0.10,1.2,0.362,0.06,100,0.0
2021-01-07T19:00,0.9,13.7,24.8,90,247,0.00,-0.5,0.00,1.2,0.361,0.06,100,0.0
2021-01-07T20:00,0.9,12.4,23.0,90,248,0.00,-0.6,0.00,1.1,0.361,0.06,99,0.0
2021-01-07T21:00,0.8,11.6,20.9,91,240,0.00,-0.6,0.00,1.1,0.361,0.06,99,0.0
2021-01-07T22:00,0.8,11.1,19.4,90,234,0.00,-0.6,0.00,1.0,0.360,0.06,100,0.0
2021-01-07T23:00,0.7,10.7,18.7,90,228,0.00,-0.7,0.00,1.0,0.360,0.06,100,0.0
2021-01-08T00:00,0.8,9.4,18.7,94,220,0.00,-0.1,0.00,1.6,0.359,0.04,97,0.0
2021-01-08T01:00,0.8,9.7,16.6,93,225,0.00,-0.2,0.00,1.5,0.359,0.05,100,0.0
2021-01-08T02:00,0.8,8.7,15.8,92,218,0.00,-0.3,0.10,1.4,0.358,0.05,100,0.0
2021-01-08T03:00,0.7,10.1,16.6,92,207,0.00,-0.4,0.00,1.2,0.358,0.05,96,0.0
2021-01-08T04:00,0.4,11.3,19.1,93,211,0.00,-0.6,0.00,1.1,0.358,0.05,88,0.0
2021-01-08T05:00,0.3,10.3,19.1,93,216,0.00,-0.7,0.00,1.0,0.357,0.05,92,0.0
2021-01-08T06:00,0.1,9.0,17.6,94,217,0.00,-0.8,0.00,0.9,0.357,0.04,100,0.0
2021-01-08T07:00,-0.4,7.5,15.5,95,215,0.00,-1.0,0.00,0.9,0.357,0.03,99,0.0
2021-01-08T08:00,-0.2,8.6,13.3,95,213,0.01,-0.9,0.00,0.8,0.356,0.03,100,8.0
2021-01-08T09:00,0.2,8.5,15.5,93,216,0.02,-0.8,0.00,0.8,0.356,0.05,100,38.0
2021-01-08T10:00,0.9,9.2,17.6,90,231,0.03,-0.6,0.00,1.0,0.356,0.06,99,65.0
2021-01-08T11:00,1.3,9.8,18.7,90,246,0.03,-0.2,0.00,1.4,0.355,0.07,100,74.0
2021-01-08T12:00,1.4,10.8,19.4,91,249,0.03,0.1,0.00,1.5,0.359,0.06,96,79.0
2021-01-08T13:00,1.5,9.9,20.5,90,260,0.03,0.0,0.00,1.8,0.359,0.07,99,52.0
2021-01-08T14:00,1.5,9.7,18.4,90,266,0.02,-0.1,0.00,1.8,0.358,0.07,98,39.0
2021-01-08T15:00,1.2,7.2,17.3,92,273,0.01,0.2,0.00,1.7,0.358,0.05,100,12.0
2021-01-08T16:00,1.1,6.9,12.6,95,279,0.00,0.4,0.10,1.6,0.358,0.03,100,0.0
2021-01-08T17:00,1.1,8.7,14.8,95,287,0.00,0.4,0.00,1.5,0.358,0.03,100,0.0
2021-01-08T18:00,0.6,7.7,15.1,96,281,0.00,-0.1,0.00,1.3,0.358,0.03,81,0.0
2021-01-08T19:00,-0.2,6.8,13.0,96,273,0.00,-0.7,0.00,0.9,0.357,0.02,46,0.0
2021-01-08T20:00,-1.3,5.9,11.5,96,259,0.00,-1.8,0.00,0.8,0.357,0.02,43,0.0
2021-01-08T21:00,-1.5,5.3,9.7,97,242,0.00,-1.9,0.00,0.6,0.357,0.02,77,0.0
2021-01-08T22:00,-0.8,6.1,10.1,96,225,0.00,-1.3,0.00,0.6,0.356,0.02,97,0.0
2021-01-08T23:00,-0.3,7.9,13.3,96,219,0.00,-0.9,0.00,0.6,0.356,0.02,99,0.0
2021-01-09T00:00,0.1,7.7,15.5,96,217,0.00,-0.6,0.00,0.9,0.353,0.03,100,0.0
2021-01-09T01:00,0.2,7.9,14.8,95,227,0.00,-0.4,0.00,0.9,0.353,0.03,100,0.0
2021-01-09T02:00,0.3,7.6,13.7,95,225,0.00,-0.4,0.00,0.9,0.353,0.03,100,0.0
2021-01-09T03:00,0.3,6.0,12.6,96,213,0.00,-0.2,0.00,0.9,0.352,0.02,100,0.0
2021-01-09T04:00,0.3,5.6,10.4,96,225,0.00,-0.2,0.00,0.9,0.352,0.02,100,0.0
2021-01-09T05:00,0.2,5.1,9.7,97,278,0.00,-0.2,0.00,0.9,0.352,0.02,100,0.0
2021-01-09T06:00,0.2,5.6,9.0,99,315,0.00,0.0,0.00,0.9,0.352,0.01,96,0.0
2021-01-09T07:00,-0.1,4.9,9.4,99,324,0.00,-0.2,0.00,0.8,0.351,0.01,85,0.0
2021-01-09T08:00,0.2,5.8,9.0,98,300,0.01,-0.2,0.00,0.8,0.351,0.01,95,6.0
2021-01-09T09:00,0.5,6.5,12.6,94,276,0.01,-0.4,0.00,0.9,0.351,0.04,100,46.0
2021-01-09T10:00,1.2,9.1,17.3,92,277,0.03,0.0,0.00,1.1,0.351,0.06,97,68.0
2021-01-09T11:00,1.5,10.2,18.7,94,278,0.02,0.6,0.10,1.5,0.351,0.04,100,61.0
2021-01-09T12:00,1.3,10.0,19.8,98,296,0.02,1.0,0.00,0.9,0.353,0.01,100,46.0
2021-01-09T13:00,2.3,9.9,19.8,96,314,0.02,1.8,0.00,1.5,0.353,0.03,100,67.0
2021-01-09T14:00,2.2,9.7,19.1,93,301,0.02,1.2,0.10,1.9,0.354,0.05,77,59.0
2021-01-09T15:00,1.4,7.9,16.9,96,294,0.01,0.9,0.00,1.6,0.353,0.02,63,28.0
2021-01-09T16:00,1.0,8.2,14.0,96,299,0.00,0.5,0.00,1.3,0.353,0.03,72,0.0
2021-01-09T17:00,1.2,9.3,15.5,95,306,0.00,0.6,0.00,1.2,0.353,0.03,90,0.0
2021-01-09T18:00,0.9,9.6,15.8,96,304,0.00,0.4,0.00,1.1,0.353,0.02,98,0.0
2021-01-09T19:00,0.9,10.4,17.6,97,304,0.00,0.6,0.00,1.1,0.353,0.02,99,0.0
2021-01-09T20:00,1.0,10.6,18.4,98,305,0.00,0.6,0.00,1.1,0.352,0.02,100,0.0
2021-01-09T21:00,1.0,8.9,17.6,98,310,0.00,0.7,0.00,1.1,0.352,0.01,100,0.0
2021-01-09T22:00,1.1,7.6,15.1,98,315,0.00,0.8,0.00,1.2,0.352,0.01,100,0.0
2021-01-09T23:00,1.0,5.4,12.6,99,312,0.00,0.9,0.00,1.2,0.352,0.01,99,0.0
2021-01-10T00:00,0.8,6.3,8.6,98,336,0.00,0.4,0.00,1.4,0.356,0.02,94,0.0
2021-01-10T01:00,0.7,4.9,10.4,98,343,0.00,0.4,0.00,1.1,0.356,0.01,99,0.0
2021-01-10T02:00,0.6,3.2,8.3,98,333,0.00,0.2,0.00,1.0,0.356,0.02,97,0.0
2021-01-10T03:00,0.6,3.1,5.8,98,315,0.00,0.2,0.00,0.9,0.355,0.02,93,0.0
2021-01-10T04:00,0.6,3.9,5.8,98,292,0.00,0.3,0.00,0.9,0.355,0.01,95,0.0
2021-01-10T05:00,0.6,5.8,9.4,99,277,0.00,0.4,0.00,0.9,0.355,0.01,100,0.0
2021-01-10T06:00,0.6,6.7,11.2,99,254,0.00,0.4,0.00,0.9,0.355,0.01,100,0.0
2021-01-10T07:00,0.4,7.7,13.7,99,259,0.00,0.2,0.00,0.9,0.354,0.01,82,0.0
2021-01-10T08:00,0.3,10.2,16.9,96,262,0.01,-0.2,0.00,0.9,0.354,0.02,61,7.0
2021-01-10T09:00,0.6,10.6,19.4,93,260,0.02,-0.4,0.00,0.9,0.354,0.04,94,41.0
2021-01-10T10:00,1.0,9.7,19.4,90,255,0.03,-0.3,0.00,1.3,0.354,0.06,94,81.0
2021-01-10T11:00,1.5,10.2,20.2,85,252,0.04,-0.9,0.00,1.8,0.353,0.10,78,127.0
2021-01-10T12:00,0.6,9.8,22.7,84,234,0.04,-1.8,0.00,1.1,0.352,0.11,67,140.0
2021-01-10T13:00,0.8,9.3,19.1,83,216,0.03,-1.7,0.00,1.4,0.352,0.11,100,80.0
2021-01-10T14:00,0.8,10.0,18.0,84,206,0.03,-1.6,0.00,1.5,0.351,0.10,99,52.0
2021-01-10T15:00,0.7,11.1,19.4,86,209,0.02,-1.3,0.00,1.4,0.351,0.09,100,13.0
2021-01-10T16:00,0.8,11.9,19.8,88,205,0.02,-0.9,0.00,1.2,0.351,0.08,95,0.0
2021-01-10T17:00,0.7,13.8,23.4,89,213,0.00,-0.9,0.00,1.1,0.351,0.07,96,0.0
2021-01-10T18:00,0.4,13.2,23.8,91,215,0.00,-0.9,0.00,0.9,0.351,0.06,95,0.0
2021-01-10T19:00,-0.1,12.0,22.3,94,213,0.00,-1.0,0.00,0.9,0.350,0.04,97,0.0
