time,temperature_2m (°C),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),wind_direction_10m (°),et0_fao_evapotranspiration (mm),dew_point_2m (°C),rain (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),vapour_pressure_deficit (kPa),cloud_cover (%),shortwave_radiation (W/m²)
2022-01-02T13:00,10.9,21.3,34.9,91,208,0.03,9.6,0.60,8.9,0.406,0.11,100,31.0
2022-01-02T14:00,10.7,23.9,43.2,88,211,0.04,8.8,0.50,8.8,0.409,0.15,97,14.0
2022-01-02T15:00,10.6,27.9,47.9,83,232,0.04,7.8,0.00,8.6,0.405,0.21,33,15.0
2022-01-02T16:00,10.2,26.2,46.8,82,238,0.03,7.2,0.00,8.3,0.403,0.23,93,0.0
2022-01-02T17:00,10.2,27.2,45.4,81,238,0.03,7.1,0.00,8.1,0.400,0.24,100,0.0
2022-01-02T18:00,11.0,29.2,48.2,76,246,0.05,6.9,0.00,8.2,0.398,0.31,100,0.0
2022-01-02T19:00,10.6,28.1,48.6,77,251,0.04,6.7,0.00,8.1,0.396,0.29,20,0.0
2022-01-02T20:00,10.1,26.8,47.2,79,258,0.04,6.6,0.00,8.0,0.394,0.26,100,0.0
2022-01-02T21:00,9.9,22.1,45.0,80,258,0.03,6.7,0.00,8.0,0.393,0.25,100,0.0
2022-01-02T22:00,10.1,20.6,36.7,78,254,0.03,6.4,0.00,8.1,0.392,0.27,82,0.0
2022-01-02T23:00,9.1,20.0,34.6,81,247,0.02,6.1,0.00,7.8,0.391,0.22,100,0.0
2022-01-03T00:00,8.7,16.7,34.2,85,233,0.01,6.3,0.10,8.2,0.390,0.17,100,0.0
2022-01-03T01:00,8.8,18.7,31.0,85,230,0.01,6.4,0.40,7.9,0.393,0.17,100,0.0
2022-01-03T02:00,8.6,17.3,35.3,90,227,0.00,7.0,1.00,7.7,0.403,0.12,100,0.0
2022-01-03T03:00,9.3,26.6,42.8,86,245,0.02,7.2,0.20,7.7,0.404,0.16,100,0.0
2022-01-03T04:00,8.6,30.9,51.5,88,255,0.02,6.6,0.40,7.6,0.405,0.14,100,0.0
2022-01-03T05:00,8.4,36.4,61.9,86,266,0.03,6.2,0.30,7.4,0.405,0.16,100,0.0
2022-01-03T06:00,8.1,30.8,61.6,86,276,0.02,5.8,0.00,7.2,0.403,0.15,100,0.0
2022-01-03T07:00,8.0,27.0,51.5,89,272,0.01,6.2,0.00,7.2,0.401,0.12,84,0.0
2022-01-03T08:00,7.6,27.1,45.0,89,265,0.02,5.8,0.20,7.1,0.400,0.11,100,7.0
2022-01-03T09:00,8.1,26.2,45.7,88,261,0.03,6.1,0.00,7.2,0.399,0.13,100,37.0
2022-01-03T10:00,8.2,26.2,45.7,87,257,0.04,6.2,0.00,7.3,0.397,0.14,100,75.0
2022-01-03T11:00,8.8,28.0,45.7,82,258,0.06,5.8,0.00,7.6,0.396,0.20,94,91.0
2022-01-03T12:00,9.3,25.5,48.6,78,248,0.07,5.7,0.10,8.5,0.408,0.26,20,102.0
2022-01-03T13:00,9.6,26.7,49.3,74,249,0.09,5.1,0.00,8.4,0.405,0.32,74,150.0
2022-01-03T14:00,9.1,21.6,50.0,74,246,0.06,4.7,0.10,8.1,0.404,0.30,33,78.0
2022-01-03T15:00,8.4,19.5,35.6,73,240,0.05,3.7,0.00,7.7,0.402,0.30,24,28.0
2022-01-03T16:00,7.9,20.6,34.6,74,241,0.03,3.5,0.00,7.2,0.400,0.28,38,0.0
2022-01-03T17:00,7.7,19.4,34.6,76,239,0.03,3.7,0.00,6.9,0.399,0.25,21,0.0
2022-01-03T18:00,7.1,18.6,32.4,79,238,0.02,3.7,0.00,6.6,0.397,0.21,26,0.0
2022-01-03T19:00,6.8,18.5,32.0,81,241,0.02,3.8,0.00,6.3,0.396,0.19,34,0.0
2022-01-03T20:00,6.7,18.2,31.0,82,240,0.02,3.8,0.00,6.2,0.395,0.18,36,0.0
2022-01-03T21:00,6.3,17.7,30.6,85,237,0.01,4.0,0.10,6.0,0.395,0.14,51,0.0
2022-01-03T22:00,5.9,16.2,29.5,86,233,0.01,3.8,0.00,5.8,0.394,0.13,100,0.0
2022-01-03T23:00,6.3,15.9,27.4,84,237,0.01,3.9,0.00,5.8,0.393,0.15,100,0.0
2022-01-04T00:00,7.2,14.8,27.0,82,236,0.01,4.3,0.00,5.8,0.392,0.18,100,0.0
2022-01-04T01:00,6.9,13.1,24.5,85,233,0.01,4.5,0.00,5.8,0.391,0.15,100,0.0
2022-01-04T02:00,6.7,13.0,23.0,86,231,0.00,4.6,0.00,5.8,0.390,0.13,100,0.0
2022-01-04T03:00,5.9,11.0,21.6,92,218,0.00,4.7,0.00,5.7,0.390,0.08,100,0.0
2022-01-04T04:00,5.6,11.8,19.1,93,218,0.00,4.6,0.00,5.5,0.389,0.06,100,0.0
2022-01-04T05:00,5.6,11.3,19.1,94,211,0.00,4.7,0.00,5.4,0.389,0.05,100,0.0
2022-01-04T06:00,5.7,11.8,19.4,92,211,0.00,4.4,0.30,5.3,0.390,0.08,100,0.0
2022-01-04T07:00,5.9,11.0,19.4,91,212,0.00,4.5,0.30,5.3,0.393,0.09,100,0.0
2022-01-04T08:00,6.1,9.8,17.6,92,216,0.01,4.8,0.40,5.3,0.396,0.08,100,6.0
2022-01-04T09:00,6.6,9.0,16.9,93,217,0.02,5.5,0.10,5.6,0.396,0.07,100,36.0
2022-01-04T10:00,6.8,10.3,16.6,93,216,0.03,5.8,0.10,5.9,0.397,0.07,100,59.0
2022-01-04T11:00,7.1,8.7,16.6,93,228,0.03,6.0,0.20,6.2,0.398,0.07,100,68.0
2022-01-04T12:00,6.3,10.6,14.4,92,204,0.03,5.2,0.20,6.1,0.391,0.07,100,70.0
2022-01-04T13:00,6.3,10.6,17.6,91,235,0.03,5.1,0.30,6.1,0.394,0.08,100,38.0
2022-01-04T14:00,6.2,12.0,19.1,93,237,0.02,5.1,0.20,5.9,0.395,0.07,100,14.0
2022-01-04T15:00,6.1,12.6,20.9,91,246,0.02,4.8,0.00,5.8,0.395,0.08,100,14.0
2022-01-04T16:00,5.4,14.3,23.0,92,236,0.00,4.2,0.00,5.3,0.394,0.08,100,0.0
2022-01-04T17:00,5.2,16.1,27.0,91,250,0.00,4.0,0.00,4.9,0.393,0.08,100,0.0
2022-01-04T18:00,5.4,16.2,28.1,92,257,0.00,4.2,0.00,4.9,0.392,0.07,100,0.0
2022-01-04T19:00,5.5,16.0,27.0,93,256,0.00,4.4,0.10,4.9,0.392,0.06,100,0.0
2022-01-04T20:00,5.7,15.8,27.0,93,269,0.00,4.6,0.10,5.1,0.392,0.07,100,0.0
2022-01-04T21:00,5.2,14.7,26.3,93,281,0.00,4.1,0.00,5.0,0.391,0.06,100,0.0
2022-01-04T22:00,4.6,13.4,24.5,92,278,0.00,3.5,0.00,4.8,0.390,0.07,100,0.0
2022-01-04T23:00,3.8,10.1,22.3,94,274,0.00,2.9,0.00,4.4,0.389,0.05,100,0.0
2022-01-05T00:00,4.1,11.0,18.7,92,247,0.00,2.8,0.00,4.2,0.392,0.07,100,0.0
2022-01-05T01:00,3.0,10.0,18.4,96,232,0.00,2.4,0.00,3.8,0.391,0.03,100,0.0
2022-01-05T02:00,3.5,10.6,17.3,96,242,0.00,2.9,0.00,3.8,0.390,0.04,100,0.0
2022-01-05T03:00,3.8,13.2,21.2,93,244,0.00,2.8,0.00,3.9,0.389,0.05,100,0.0
2022-01-05T04:00,3.6,13.8,23.4,91,250,0.00,2.2,0.10,3.8,0.389,0.07,100,0.0
2022-01-05T05:00,3.5,16.3,26.6,90,245,0.00,2.0,0.10,3.8,0.389,0.08,100,0.0
2022-01-05T06:00,3.0,15.5,27.0,90,252,0.00,1.6,0.00,3.5,0.388,0.07,100,0.0
2022-01-05T07:00,2.4,16.3,26.6,90,248,0.00,0.9,0.00,3.1,0.388,0.07,100,0.0
2022-01-05T08:00,2.5,19.1,31.7,86,250,0.02,0.3,0.00,2.9,0.387,0.10,100,9.0
2022-01-05T09:00,2.8,21.6,35.3,82,252,0.03,0.0,0.00,3.0,0.386,0.14,0,77.0
2022-01-05T10:00,3.4,21.4,38.2,79,241,0.05,0.2,0.00,3.4,0.385,0.16,26,171.0
2022-01-05T11:00,3.8,29.2,50.0,76,246,0.07,-0.1,0.00,3.8,0.385,0.19,100,204.0
2022-01-05T12:00,3.8,29.5,53.3,73,242,0.06,-0.6,0.00,4.0,0.385,0.22,100,98.0
2022-01-05T13:00,4.5,25.7,52.6,71,233,0.07,-0.4,0.00,4.2,0.384,0.25,100,120.0
2022-01-05T14:00,4.2,28.6,45.7,75,239,0.05,0.2,0.10,4.1,0.384,0.21,100,19.0
2022-01-05T15:00,3.7,25.7,50.4,80,236,0.04,0.6,0.20,3.9,0.385,0.16,100,6.0
2022-01-05T16:00,3.7,26.4,44.3,81,238,0.02,0.7,0.00,3.8,0.384,0.15,100,0.0
2022-01-05T17:00,3.8,26.5,44.3,81,249,0.02,0.8,0.20,3.7,0.385,0.15,91,0.0
2022-01-05T18:00,4.0,27.4,46.4,81,256,0.02,0.9,0.00,3.6,0.385,0.16,60,0.0
2022-01-05T19:00,3.5,25.7,46.1,82,265,0.02,0.8,0.00,3.5,0.384,0.14,58,0.0
2022-01-05T20:00,3.5,24.5,42.8,83,271,0.02,0.9,0.00,3.3,0.384,0.13,100,0.0
2022-01-05T21:00,3.7,22.6,40.7,84,279,0.02,1.2,0.00,3.4,0.383,0.13,100,0.0
2022-01-05T22:00,3.6,21.9,37.8,82,284,0.02,0.9,0.00,3.5,0.383,0.14,98,0.0
2022-01-05T23:00,2.9,21.8,37.1,81,286,0.02,-0.1,0.00,3.3,0.382,0.15,100,0.0
2022-01-06T00:00,2.3,18.9,36.4,87,283,0.01,0.4,0.00,3.3,0.389,0.09,99,0.0
2022-01-06T01:00,2.2,22.6,40.0,87,301,0.01,0.2,0.20,3.0,0.389,0.10,100,0.0
2022-01-06T02:00,2.0,23.2,38.9,84,303,0.01,-0.4,0.00,2.7,0.389,0.11,96,0.0
2022-01-06T03:00,1.1,21.8,38.9,84,304,0.01,-1.2,0.00,2.2,0.388,0.11,98,0.0
2022-01-06T04:00,0.6,21.1,36.4,75,316,0.02,-3.2,0.00,1.8,0.387,0.16,30,0.0
2022-01-06T05:00,-0.3,18.9,35.3,72,310,0.02,-4.7,0.00,1.2,0.386,0.17,3,0.0
2022-01-06T06:00,-1.1,16.2,31.0,75,302,0.02,-5.0,0.00,0.9,0.385,0.14,0,0.0
2022-01-06T07:00,-1.6,16.6,27.4,83,288,0.01,-4.1,0.00,0.7,0.385,0.09,0,0.0
2022-01-06T08:00,-1.4,19.2,31.7,88,287,0.01,-3.2,0.00,0.6,0.384,0.07,0,13.0
2022-01-06T09:00,-0.3,19.9,34.9,83,290,0.03,-3.0,0.00,0.6,0.383,0.10,0,93.0
2022-01-06T10:00,0.5,19.6,33.1,79,287,0.05,-2.8,0.00,0.8,0.383,0.13,0,178.0
2022-01-06T11:00,1.4,19.3,34.2,73,291,0.07,-2.9,0.00,1.4,0.382,0.18,0,230.0
2022-01-06T12:00,2.7,17.6,33.1,68,285,0.08,-2.7,0.00,3.0,0.382,0.24,0,239.0
2022-01-06T13:00,2.8,14.3,29.9,65,288,0.07,-3.1,0.00,3.1,0.382,0.26,0,203.0
2022-01-06T14:00,2.0,8.6,24.5,72,270,0.04,-2.5,0.00,2.8,0.381,0.20,0,131.0
2022-01-06T15:00,-1.1,8.7,14.4,85,263,0.01,-3.3,0.00,2.0,0.380,0.08,0,40.0
2022-01-06T16:00,-2.2,9.1,12.6,87,261,0.00,-4.2,0.00,1.0,0.380,0.07,0,0.0
2022-01-06T17:00,-3.0,10.8,13.3,88,249,0.00,-4.7,0.00,0.7,0.380,0.06,0,0.0
2022-01-06T18:00,-2.5,7.6,13.3,90,225,0.00,-3.8,0.00,0.6,0.379,0.05,0,0.0
2022-01-06T19:00,-2.0,8.9,14.0,93,227,0.00,-3.0,0.00,0.4,0.379,0.04,0,0.0
2022-01-06T20:00,-2.0,9.2,14.4,94,228,0.00,-2.8,0.00,0.4,0.378,0.03,0,0.0
2022-01-06T21:00,-2.1,9.2,14.4,94,228,0.00,-2.9,0.00,0.3,0.378,0.03,0,0.0
2022-01-06T22:00,-2.0,9.4,15.5,94,220,0.00,-2.8,0.00,0.3,0.378,0.03,0,0.0
2022-01-06T23:00,-1.9,10.1,16.6,94,215,0.00,-2.8,0.00,0.2,0.377,0.03,0,0.0
2022-01-07T00:00,-1.5,10.0,17.6,94,218,0.00,-2.4,0.00,0.3,0.377,0.04,11,0.0
2022-01-07T01:00,-1.5,10.7,17.3,92,213,0.00,-2.6,0.00,0.3,0.377,0.04,53,0.0
2022-01-07T02:00,-1.6,11.8,19.4,91,207,0.00,-2.8,0.00,0.2,0.376,0.05,100,0.0
2022-01-07T03:00,-1.5,14.0,22.7,90,206,0.00,-3.0,0.00,0.2,0.376,0.06,100,0.0
2022-01-07T04:00,-1.5,14.2,23.4,90,207,0.00,-2.8,0.00,0.2,0.376,0.05,100,0.0
2022-01-07T05:00,-1.0,14.9,24.1,90,200,0.00,-2.5,0.00,0.2,0.375,0.06,100,0.0
2022-01-07T06:00,-0.9,17.0,28.1,86,197,0.01,-3.0,0.00,0.1,0.375,0.08,100,0.0
2022-01-07T07:00,-0.8,18.3,30.2,86,195,0.01,-2.8,0.00,0.1,0.375,0.08,100,0.0
2022-01-07T08:00,-0.2,19.6,32.4,86,193,0.02,-2.3,0.00,0.1,0.374,0.08,100,9.0
2022-01-07T09:00,0.9,20.7,34.6,83,197,0.03,-1.8,0.00,0.2,0.374,0.11,100,49.0
2022-01-07T10:00,1.8,16.8,34.9,82,195,0.04,-1.0,0.00,0.2,0.374,0.13,100,95.0
2022-01-07T11:00,2.5,17.8,30.2,79,194,0.05,-0.7,0.00,0.3,0.373,0.15,100,137.0
2022-01-07T12:00,2.3,15.7,33.5,83,189,0.05,-0.2,0.00,-0.2,0.373,0.12,100,143.0
2022-01-07T13:00,2.5,20.6,40.3,79,209,0.04,-0.7,0.00,-0.2,0.373,0.15,100,38.0
2022-01-07T14:00,2.2,19.1,34.2,83,212,0.03,-0.3,0.00,-0.2,0.373,0.12,100,19.0
2022-01-07T15:00,2.0,19.3,33.1,87,213,0.02,0.0,0.00,-0.1,0.373,0.09,100,8.0
2022-01-07T16:00,1.5,16.0,31.7,91,211,0.00,0.2,0.20,-0.1,0.374,0.06,100,0.0
2022-01-07T17:00,1.5,15.6,26.6,92,209,0.00,0.3,0.10,0.0,0.374,0.06,100,0.0
2022-01-07T18:00,1.5,15.6,25.9,92,206,0.00,0.3,0.10,0.1,0.374,0.06,100,0.0
2022-01-07T19:00,1.4,16.3,27.4,93,208,0.00,0.4,0.10,0.1,0.375,0.04,100,0.0
2022-01-07T20:00,0.9,14.5,27.0,96,210,0.00,0.3,0.10,0.2,0.375,0.03,100,0.0
2022-01-07T21:00,0.9,12.9,24.1,95,210,0.00,0.2,0.00,0.2,0.375,0.03,100,0.0
2022-01-07T22:00,1.0,11.9,21.2,94,205,0.00,0.1,0.00,0.2,0.375,0.04,97,0.0
2022-01-07T23:00,0.3,10.0,19.4,94,193,0.00,-0.5,0.00,0.2,0.375,0.04,100,0.0
2022-01-08T00:00,0.6,14.7,18.7,93,211,0.00,-0.4,0.10,0.4,0.371,0.04,100,0.0
2022-01-08T01:00,0.6,12.1,23.4,95,207,0.00,-0.1,0.10,0.4,0.372,0.03,89,0.0
2022-01-08T02:00,0.9,14.7,24.1,93,208,0.00,-0.2,0.10,0.5,0.372,0.05,92,0.0
2022-01-08T03:00,0.6,13.0,24.1,93,219,0.00,-0.3,0.00,0.4,0.372,0.04,99,0.0
2022-01-08T04:00,0.3,12.0,22.0,94,229,0.00,-0.6,0.00,0.4,0.371,0.04,100,0.0
2022-01-08T05:00,0.3,13.0,21.6,94,226,0.00,-0.4,0.00,0.4,0.371,0.04,100,0.0
2022-01-08T06:00,0.0,10.2,21.6,94,231,0.00,-0.8,0.00,0.3,0.371,0.03,100,0.0
2022-01-08T07:00,-0.6,8.4,16.9,95,223,0.00,-1.4,0.00,0.3,0.371,0.03,100,0.0
2022-01-08T08:00,-0.2,11.7,18.7,95,214,0.01,-1.0,0.00,0.2,0.370,0.03,100,10.0
2022-01-08T09:00,0.7,12.5,20.2,93,224,0.02,-0.3,0.00,0.3,0.370,0.05,83,72.0
2022-01-08T10:00,1.5,10.5,20.5,92,218,0.04,0.4,0.00,0.4,0.370,0.05,4,160.0
2022-01-08T11:00,2.3,13.5,23.0,89,224,0.05,0.6,0.00,0.6,0.370,0.08,27,216.0
2022-01-08T12:00,2.0,16.9,29.2,88,246,0.05,0.3,0.00,0.6,0.369,0.08,36,236.0
2022-01-08T13:00,2.7,17.7,32.4,82,250,0.05,0.0,0.00,0.9,0.369,0.13,100,132.0
2022-01-08T14:00,2.5,11.5,29.9,84,231,0.03,0.2,0.00,1.3,0.368,0.11,33,79.0
2022-01-08T15:00,0.9,9.7,19.1,90,219,0.01,-0.5,0.00,1.0,0.368,0.07,80,39.0
2022-01-08T16:00,-0.1,8.2,15.8,92,203,0.00,-1.2,0.00,0.8,0.368,0.05,47,0.0
2022-01-08T17:00,-0.1,11.0,17.6,93,191,0.00,-1.1,0.00,0.6,0.368,0.04,52,0.0
2022-01-08T18:00,-0.3,13.1,21.2,92,188,0.00,-1.5,0.00,0.6,0.368,0.05,9,0.0
2022-01-08T19:00,-0.8,14.8,23.8,91,181,0.00,-2.0,0.00,0.5,0.367,0.05,75,0.0
2022-01-08T20:00,-0.9,15.2,25.9,91,187,0.00,-2.2,0.00,0.4,0.367,0.05,56,0.0
2022-01-08T21:00,-1.1,15.1,25.2,91,180,0.00,-2.5,0.00,0.3,0.367,0.05,83,0.0
2022-01-08T22:00,-1.5,16.9,28.1,90,168,0.00,-2.9,0.00,0.2,0.367,0.06,99,0.0
2022-01-08T23:00,-1.6,18.5,30.6,89,159,0.00,-3.2,0.00,0.2,0.367,0.06,14,0.0
2022-01-09T00:00,-0.8,20.2,32.8,87,158,0.01,-2.8,0.00,1.0,0.366,0.08,93,0.0
2022-01-09T01:00,-1.0,19.7,33.8,83,156,0.01,-3.5,0.00,0.7,0.366,0.09,100,0.0
2022-01-09T02:00,-1.4,19.5,32.8,85,150,0.01,-3.5,0.00,0.6,0.366,0.08,100,0.0
2022-01-09T03:00,-1.5,18.8,32.4,87,144,0.01,-3.3,0.00,0.4,0.366,0.07,100,0.0
2022-01-09T04:00,-0.9,21.0,34.9,84,142,0.01,-3.2,0.00,0.4,0.365,0.09,100,0.0
2022-01-09T05:00,-1.0,20.2,34.9,84,140,0.01,-3.3,0.00,0.3,0.365,0.09,100,0.0
2022-01-09T06:00,-0.9,19.6,33.5,83,139,0.01,-3.4,0.00,0.3,0.365,0.10,100,0.0
2022-01-09T07:00,-0.5,18.9,32.8,81,138,0.01,-3.4,0.00,0.2,0.365,0.11,100,0.0
2022-01-09T08:00,-0.1,18.6,31.3,79,136,0.02,-3.3,0.00,0.2,0.365,0.13,100,11.0
2022-01-09T09:00,0.8,18.8,32.0,77,137,0.03,-2.8,0.00,0.3,0.364,0.15,100,56.0
2022-01-09T10:00,1.5,16.1,31.7,78,130,0.04,-2.0,0.00,0.3,0.364,0.15,100,69.0
2022-01-09T11:00,2.1,14.8,26.6,78,124,0.04,-1.4,0.00,0.4,0.364,0.16,100,79.0
2022-01-09T12:00,1.6,12.1,25.6,82,117,0.04,-1.2,0.00,-0.2,0.364,0.13,100,100.0
2022-01-09T13:00,1.6,15.2,22.3,85,121,0.03,-0.6,0.10,-0.1,0.364,0.11,100,46.0
2022-01-09T14:00,1.8,13.0,23.0,84,129,0.03,-0.6,0.10,-0.1,0.365,0.11,100,23.0
2022-01-09T15:00,1.7,10.9,21.2,87,134,0.02,-0.3,0.00,0.0,0.365,0.09,100,10.0
2022-01-09T16:00,1.5,7.8,18.0,90,146,0.00,0.1,0.00,0.1,0.365,0.07,100,0.0
2022-01-09T17:00,1.7,7.2,12.2,93,186,0.00,0.6,0.00,0.1,0.365,0.05,100,0.0
2022-01-09T18:00,2.0,8.8,13.7,95,215,0.00,1.2,0.00,0.2,0.364,0.04,100,0.0
2022-01-09T19:00,1.9,8.7,14.4,96,222,0.00,1.3,0.00,0.2,0.364,0.03,100,0.0
2022-01-09T20:00,1.6,8.4,14.0,96,220,0.00,1.1,0.00,0.2,0.364,0.02,100,0.0
2022-01-09T21:00,2.2,9.8,15.5,96,234,0.00,1.7,0.10,0.2,0.365,0.03,100,0.0
2022-01-09T22:00,2.8,9.8,15.8,95,246,0.00,2.1,0.10,0.3,0.365,0.03,100,0.0
2022-01-09T23:00,3.0,10.2,16.2,95,262,0.00,2.3,0.00,0.4,0.365,0.04,100,0.0
2022-01-10T00:00,3.6,6.2,16.9,96,249,0.00,3.0,0.00,2.0,0.374,0.03,99,0.0
2022-01-10T01:00,3.2,6.3,9.7,96,246,0.00,2.6,0.10,2.0,0.375,0.03,98,0.0
2022-01-10T02:00,3.2,7.8,11.9,95,248,0.00,2.5,0.20,2.1,0.377,0.04,100,0.0
2022-01-10T03:00,3.2,9.3,15.1,96,257,0.00,2.5,0.10,2.2,0.378,0.03,100,0.0
2022-01-10T04:00,3.2,9.7,16.2,96,268,0.00,2.7,0.00,2.2,0.377,0.03,97,0.0
2022-01-10T05:00,2.8,9.1,15.8,97,277,0.00,2.3,0.00,2.0,0.376,0.02,100,0.0
2022-01-10T06:00,2.5,7.9,14.4,97,270,0.00,2.0,0.00,1.9,0.376,0.03,100,0.0
2022-01-10T07:00,2.5,8.6,13.3,97,270,0.00,2.0,0.00,1.9,0.375,0.02,100,0.0
2022-01-10T08:00,3.2,10.4,16.9,95,270,0.01,2.5,0.00,2.1,0.375,0.04,100,4.0
2022-01-10T09:00,3.5,7.3,16.6,95,281,0.02,2.7,0.00,2.4,0.374,0.04,100,17.0
2022-01-10T10:00,3.7,2.5,11.2,95,352,0.02,3.0,0.00,2.8,0.374,0.04,100,37.0
2022-01-10T11:00,4.0,3.6,8.6,94,53,0.03,3.0,0.00,3.3,0.373,0.05,100,66.0
2022-01-10T12:00,4.0,5.3,10.8,95,332,0.03,3.2,0.00,3.3,0.372,0.04,100,58.0
2022-01-10T13:00,4.2,4.0,10.1,93,27,0.03,3.1,0.00,3.5,0.372,0.06,100,45.0
2022-01-10T14:00,3.5,8.8,14.8,95,78,0.02,2.8,0.00,3.5,0.372,0.04,100,21.0
2022-01-10T15:00,2.3,10.8,18.4,93,86,0.01,1.4,0.00,3.1,0.371,0.05,100,8.0
2022-01-10T16:00,1.5,10.1,18.4,93,84,0.01,0.5,0.00,2.7,0.371,0.05,100,0.0
2022-01-10T17:00,1.3,11.3,19.1,90,83,0.00,-0.1,0.00,2.3,0.370,0.06,100,0.0
2022-01-10T18:00,1.3,12.2,19.8,87,92,0.00,-0.6,0.00,2.0,0.370,0.09,100,0.0
2022-01-10T19:00,0.9,12.8,21.6,85,101,0.00,-1.3,0.00,1.8,0.370,0.10,100,0.0
2022-01-10T20:00,0.5,12.8,21.2,84,101,0.00,-1.9,0.00,1.6,0.369,0.10,99,0.0
