time,temperature_2m (°C),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),wind_direction_10m (°),et0_fao_evapotranspiration (mm),dew_point_2m (°C),rain (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),vapour_pressure_deficit (kPa),cloud_cover (%),shortwave_radiation (W/m²)
2023-01-10T08:00,5.4,13.7,23.4,92,268,0.02,4.2,0.00,5.0,0.370,0.07,100,4.0
2023-01-10T09:00,5.8,15.8,26.6,89,270,0.03,4.2,0.00,5.2,0.370,0.10,100,31.0
2023-01-10T10:00,6.3,16.2,27.7,86,267,0.04,4.2,0.00,5.6,0.369,0.13,100,53.0
2023-01-10T11:00,6.7,18.8,32.8,83,267,0.05,4.0,0.00,5.9,0.369,0.16,100,112.0
2023-01-10T12:00,7.4,18.5,32.8,81,257,0.07,4.3,0.00,6.7,0.368,0.20,100,161.0
2023-01-10T13:00,7.4,19.2,33.1,79,257,0.07,4.0,0.00,6.8,0.367,0.22,67,184.0
2023-01-10T14:00,7.1,13.9,34.6,81,249,0.05,4.0,0.00,6.7,0.367,0.20,25,97.0
2023-01-10T15:00,5.7,10.5,23.0,86,232,0.02,3.5,0.00,6.2,0.366,0.13,55,38.0
2023-01-10T16:00,4.6,10.5,17.3,90,221,0.02,3.0,0.00,5.4,0.366,0.08,57,0.0
2023-01-10T17:00,4.2,10.2,17.3,91,212,0.00,2.8,0.00,5.0,0.365,0.07,87,0.0
2023-01-10T18:00,3.4,10.5,16.9,92,202,0.00,2.2,0.00,4.5,0.365,0.06,100,0.0
2023-01-10T19:00,3.5,12.2,19.8,92,199,0.00,2.2,0.00,4.2,0.365,0.07,100,0.0
2023-01-10T20:00,3.3,14.7,23.8,91,197,0.00,2.0,0.00,4.0,0.364,0.07,100,0.0
2023-01-10T21:00,3.1,16.2,26.6,91,197,0.00,1.7,0.00,3.8,0.364,0.07,100,0.0
2023-01-10T22:00,3.1,17.2,28.8,88,191,0.00,1.3,0.00,3.7,0.364,0.09,100,0.0
