time,temperature_2m (°C),wind_speed_10m (km/h),wind_gusts_10m (km/h),relative_humidity_2m (%),wind_direction_10m (°),et0_fao_evapotranspiration (mm),dew_point_2m (°C),rain (mm),soil_temperature_0_to_7cm (°C),soil_moisture_0_to_7cm (m³/m³),vapour_pressure_deficit (kPa),cloud_cover (%),shortwave_radiation (W/m²)
2015-01-02T14:00,7.3,28.4,67.3,83,269,0.04,4.6,0.00,4.4,0.406,0.17,40,49.0
2015-01-02T15:00,6.5,26.7,55.4,76,272,0.04,2.6,0.00,4.0,0.405,0.23,41,22.0
2015-01-02T16:00,5.9,26.6,50.0,74,270,0.04,1.6,0.00,3.7,0.403,0.25,34,0.0
2015-01-02T17:00,5.6,26.7,50.8,72,267,0.04,0.9,0.00,3.5,0.401,0.26,35,0.0
2015-01-02T18:00,5.5,27.2,53.6,68,263,0.05,0.1,0.00,3.5,0.399,0.29,43,0.0
2015-01-02T19:00,5.0,28.3,54.0,73,263,0.04,0.5,0.00,3.4,0.398,0.24,46,0.0
2015-01-02T20:00,4.8,28.6,54.7,73,264,0.04,0.4,0.00,3.3,0.397,0.23,45,0.0
2015-01-02T21:00,4.7,28.2,54.7,73,264,0.04,0.3,0.00,3.3,0.395,0.23,68,0.0
2015-01-02T22:00,4.6,25.7,54.0,72,264,0.04,-0.0,0.00,3.3,0.394,0.24,64,0.0
2015-01-02T23:00,4.4,26.3,54.0,71,266,0.04,-0.4,0.00,3.2,0.393,0.24,48,0.0
2015-01-03T00:00,4.3,28.1,54.7,70,266,0.04,-0.8,0.00,3.2,0.392,0.25,47,0.0
2015-01-03T01:00,4.1,29.6,56.2,69,267,0.05,-1.1,0.00,3.1,0.391,0.25,56,0.0
2015-01-03T02:00,3.9,30.3,56.2,69,273,0.05,-1.3,0.00,3.0,0.390,0.25,44,0.0
2015-01-03T03:00,3.9,28.8,55.8,68,273,0.05,-1.4,0.00,3.0,0.389,0.26,32,0.0
2015-01-03T04:00,3.7,26.6,54.4,69,270,0.04,-1.4,0.00,2.9,0.388,0.25,54,0.0
2015-01-03T05:00,3.6,25.1,51.5,69,262,0.04,-1.5,0.00,2.8,0.387,0.24,75,0.0
2015-01-03T06:00,3.3,25.4,49.3,69,258,0.04,-1.8,0.00,2.7,0.386,0.24,100,0.0
2015-01-03T07:00,3.2,25.7,48.6,67,252,0.04,-2.3,0.00,2.6,0.386,0.26,100,0.0
2015-01-03T08:00,3.2,27.9,52.2,66,250,0.05,-2.5,0.00,2.6,0.385,0.26,100,9.0
2015-01-03T09:00,3.6,28.9,55.1,64,251,0.07,-2.6,0.00,2.8,0.384,0.29,100,56.0
2015-01-03T10:00,4.2,27.6,55.4,61,248,0.08,-2.7,0.00,3.3,0.383,0.32,100,92.0
2015-01-03T11:00,4.7,27.7,55.1,59,249,0.09,-2.7,0.00,3.7,0.382,0.35,100,118.0
2015-01-03T12:00,5.0,27.6,55.4,58,250,0.10,-2.5,0.00,4.0,0.382,0.37,100,129.0
2015-01-03T13:00,5.1,27.4,55.4,59,253,0.09,-2.3,0.00,4.1,0.381,0.36,100,103.0
2015-01-03T14:00,4.8,25.9,53.3,60,256,0.08,-2.3,0.00,4.0,0.380,0.34,98,66.0
2015-01-03T15:00,4.3,23.7,50.0,62,253,0.06,-2.3,0.00,3.7,0.380,0.31,98,20.0
2015-01-03T16:00,3.8,23.1,46.8,66,249,0.04,-1.9,0.00,3.4,0.379,0.27,100,0.0
2015-01-03T17:00,3.4,23.7,46.1,71,250,0.03,-1.3,0.00,3.2,0.379,0.22,85,0.0
2015-01-03T18:00,3.1,23.3,45.7,77,257,0.03,-0.6,0.20,3.1,0.380,0.18,96,0.0
2015-01-03T19:00,3.0,22.9,44.6,81,263,0.02,-0.0,0.00,2.9,0.380,0.15,100,0.0
2015-01-03T20:00,3.0,22.7,44.6,82,268,0.02,0.2,0.00,2.9,0.380,0.14,100,0.0
2015-01-03T21:00,2.9,22.0,43.9,84,272,0.01,0.4,0.00,2.9,0.380,0.12,100,0.0
2015-01-03T22:00,3.0,20.8,42.1,85,284,0.01,0.7,0.00,3.0,0.379,0.12,86,0.0
2015-01-03T23:00,3.1,20.6,42.1,85,286,0.01,0.8,0.00,3.0,0.379,0.11,58,0.0
2015-01-04T00:00,3.0,21.3,42.5,85,286,0.01,0.8,0.00,2.9,0.379,0.11,79,0.0
2015-01-04T01:00,3.0,22.7,42.5,85,285,0.01,0.6,0.00,2.8,0.378,0.12,99,0.0
2015-01-04T02:00,3.0,24.3,44.3,84,285,0.02,0.5,0.00,2.7,0.378,0.12,97,0.0
2015-01-04T03:00,3.1,24.6,46.8,83,288,0.02,0.5,0.00,2.8,0.378,0.13,98,0.0
2015-01-04T04:00,3.2,25.4,48.6,82,291,0.02,0.4,0.00,2.8,0.377,0.14,77,0.0
2015-01-04T05:00,3.0,25.1,48.6,82,294,0.02,0.2,0.00,2.8,0.377,0.14,38,0.0
2015-01-04T06:00,2.7,24.3,47.9,81,295,0.02,-0.3,0.00,2.6,0.376,0.14,30,0.0
2015-01-04T07:00,2.5,24.1,46.1,82,297,0.02,-0.2,0.00,2.4,0.376,0.13,22,0.0
2015-01-04T08:00,2.5,24.0,45.7,80,296,0.03,-0.6,0.00,2.3,0.376,0.14,21,10.0
2015-01-04T09:00,2.7,24.5,46.4,78,296,0.04,-0.8,0.00,2.5,0.375,0.16,22,67.0
2015-01-04T10:00,3.4,19.2,46.8,76,296,0.06,-0.5,0.00,3.1,0.375,0.19,21,153.0
2015-01-04T11:00,3.9,22.9,45.7,73,296,0.07,-0.5,0.00,3.7,0.374,0.22,20,193.0
2015-01-04T12:00,4.2,23.6,51.8,70,301,0.08,-0.7,0.00,4.0,0.374,0.25,41,199.0
2015-01-04T13:00,4.2,24.3,54.4,71,305,0.07,-0.5,0.00,4.1,0.373,0.24,68,155.0
2015-01-04T14:00,3.9,22.4,50.0,72,303,0.05,-0.7,0.00,3.9,0.373,0.23,49,93.0
2015-01-04T15:00,3.4,21.7,45.7,72,302,0.04,-1.1,0.00,3.4,0.372,0.22,45,28.0
2015-01-04T16:00,3.1,22.5,43.9,72,310,0.03,-1.5,0.00,3.0,0.372,0.22,81,0.0
2015-01-04T17:00,2.9,20.5,42.1,71,308,0.03,-1.8,0.00,2.8,0.372,0.22,33,0.0
2015-01-04T18:00,2.6,20.7,41.0,71,310,0.03,-2.1,0.00,2.5,0.371,0.21,21,0.0
2015-01-04T19:00,1.9,20.7,38.5,81,311,0.02,-1.0,0.00,2.2,0.371,0.13,11,0.0
2015-01-04T20:00,1.7,20.0,38.2,82,309,0.01,-1.1,0.00,2.0,0.371,0.13,13,0.0
2015-01-04T21:00,1.6,19.1,37.4,82,306,0.01,-1.1,0.00,1.8,0.371,0.12,22,0.0
2015-01-04T22:00,1.3,18.8,35.3,84,302,0.01,-1.0,0.00,1.6,0.370,0.11,17,0.0
2015-01-04T23:00,1.1,18.4,34.2,88,298,0.01,-0.7,0.00,1.5,0.370,0.08,61,0.0
2015-01-05T00:00,1.1,18.0,32.8,90,296,0.00,-0.4,0.00,1.4,0.370,0.07,90,0.0
2015-01-05T01:00,1.2,17.8,32.8,91,291,0.00,-0.1,0.00,1.4,0.369,0.06,93,0.0
2015-01-05T02:00,1.5,18.7,34.6,92,286,0.00,0.3,0.00,1.5,0.370,0.06,99,0.0
2015-01-05T03:00,1.7,19.8,37.4,92,280,0.00,0.6,0.20,1.7,0.372,0.06,100,0.0
2015-01-05T04:00,2.2,21.6,40.3,92,281,0.00,1.0,0.30,2.0,0.373,0.06,100,0.0
2015-01-05T05:00,2.5,22.7,42.8,93,281,0.00,1.5,0.30,2.2,0.376,0.05,100,0.0
2015-01-05T06:00,2.6,23.7,44.3,93,280,0.00,1.5,0.30,2.3,0.379,0.05,100,0.0
2015-01-05T07:00,2.8,24.7,46.4,94,278,0.00,2.0,0.40,2.4,0.383,0.04,100,0.0
2015-01-05T08:00,2.8,25.6,48.2,94,281,0.01,2.0,0.40,2.5,0.387,0.04,100,2.0
2015-01-05T09:00,3.0,26.2,49.7,94,286,0.02,2.1,0.30,2.6,0.390,0.04,100,17.0
2015-01-05T10:00,3.2,22.4,49.3,94,289,0.02,2.4,0.30,2.9,0.391,0.05,100,37.0
2015-01-05T11:00,3.5,23.3,48.2,94,292,0.02,2.7,0.20,3.1,0.392,0.05,100,48.0
2015-01-05T12:00,3.6,21.9,46.1,95,295,0.02,2.9,0.20,3.2,0.393,0.04,100,34.0
2015-01-05T13:00,3.7,20.6,43.2,95,297,0.02,2.9,0.30,3.2,0.394,0.04,100,22.0
2015-01-05T14:00,3.7,18.8,39.6,95,299,0.02,3.0,0.40,3.3,0.396,0.04,100,17.0
2015-01-05T15:00,3.7,16.6,34.2,96,300,0.01,3.0,0.50,3.2,0.400,0.04,100,5.0
2015-01-05T16:00,3.6,14.2,27.7,96,300,0.00,3.0,0.50,3.2,0.404,0.03,100,0.0
2015-01-05T17:00,3.5,11.7,21.2,97,304,0.00,3.1,0.40,3.2,0.407,0.02,100,0.0
2015-01-05T18:00,3.4,9.4,15.8,97,302,0.00,3.0,0.30,3.2,0.408,0.02,100,0.0
2015-01-05T19:00,3.4,7.9,17.3,98,300,0.00,3.1,0.10,3.2,0.406,0.02,100,0.0
2015-01-05T20:00,3.3,6.6,14.4,98,299,0.00,3.0,0.00,3.1,0.405,0.01,100,0.0
2015-01-05T21:00,3.1,6.4,12.2,99,297,0.00,3.0,0.00,3.1,0.403,0.01,100,0.0
2015-01-05T22:00,3.0,4.0,10.8,99,280,0.00,2.8,0.00,3.0,0.402,0.01,100,0.0
2015-01-05T23:00,2.6,3.6,8.3,99,270,0.00,2.5,0.00,2.9,0.401,0.01,100,0.0
2015-01-06T00:00,2.5,2.2,7.6,100,279,0.00,2.5,0.00,2.9,0.399,0.00,100,0.0
2015-01-06T01:00,2.5,0.5,7.6,99,225,0.00,2.4,0.00,2.9,0.398,0.01,100,0.0
2015-01-06T02:00,2.4,2.7,7.9,100,113,0.00,2.3,0.00,2.9,0.397,0.00,100,0.0
2015-01-06T03:00,2.2,4.2,9.4,99,121,0.00,2.1,0.00,2.9,0.396,0.01,100,0.0
2015-01-06T04:00,1.8,5.6,12.6,99,130,0.00,1.7,0.00,2.8,0.395,0.00,100,0.0
2015-01-06T05:00,1.4,6.6,15.1,99,135,0.00,1.3,0.00,2.6,0.394,0.00,100,0.0
2015-01-06T06:00,1.0,8.2,18.0,99,131,0.00,0.9,0.00,2.5,0.393,0.01,100,0.0
2015-01-06T07:00,1.4,9.5,18.7,99,127,0.00,1.3,0.00,2.4,0.391,0.00,100,0.0
2015-01-06T08:00,1.2,10.3,20.5,99,126,0.01,1.1,0.00,2.4,0.390,0.01,100,3.0
2015-01-06T09:00,1.2,11.3,22.7,99,127,0.01,1.0,0.00,2.4,0.389,0.01,100,26.0
2015-01-06T10:00,1.4,12.6,25.6,95,127,0.02,0.8,0.00,2.7,0.388,0.03,100,68.0
2015-01-06T11:00,1.4,13.0,28.1,92,132,0.03,0.3,0.00,2.7,0.387,0.05,100,72.0
2015-01-06T12:00,1.4,13.8,29.2,90,133,0.03,-0.0,0.00,2.8,0.387,0.07,100,91.0
2015-01-06T13:00,1.3,14.8,30.6,88,131,0.03,-0.5,0.00,2.7,0.386,0.08,100,64.0
2015-01-06T14:00,1.0,16.8,32.0,86,132,0.03,-1.0,0.00,2.5,0.385,0.09,100,47.0
2015-01-06T15:00,0.6,17.3,32.8,86,133,0.02,-1.5,0.00,2.2,0.384,0.09,100,14.0
2015-01-06T16:00,0.1,17.3,31.7,86,132,0.01,-2.0,0.00,1.8,0.384,0.09,100,0.0
2015-01-06T17:00,-0.3,17.4,32.4,85,130,0.01,-2.5,0.00,1.5,0.383,0.09,100,0.0
2015-01-06T18:00,-0.5,18.4,34.9,83,132,0.01,-3.0,0.00,1.2,0.382,0.10,100,0.0
2015-01-06T19:00,-0.2,19.1,35.6,83,133,0.01,-2.8,0.00,1.1,0.382,0.10,98,0.0
2015-01-06T20:00,-0.1,19.1,36.4,81,136,0.01,-3.0,0.00,1.1,0.381,0.12,99,0.0
2015-01-06T21:00,-0.0,19.4,35.6,81,140,0.01,-3.0,0.00,1.0,0.381,0.12,100,0.0
2015-01-06T22:00,0.3,18.9,35.6,80,141,0.01,-2.7,0.00,1.0,0.380,0.12,99,0.0
2015-01-06T23:00,0.4,18.6,35.3,80,148,0.01,-2.6,0.00,1.0,0.380,0.12,100,0.0
2015-01-07T00:00,0.3,17.4,33.8,81,158,0.01,-2.6,0.00,0.9,0.379,0.12,100,0.0
2015-01-07T01:00,0.5,15.4,31.7,80,169,0.01,-2.5,0.00,0.9,0.379,0.13,100,0.0
2015-01-07T02:00,0.7,13.3,28.1,80,178,0.01,-2.3,0.00,1.0,0.378,0.13,92,0.0
2015-01-07T03:00,0.5,12.3,25.6,82,183,0.01,-2.3,0.00,0.9,0.378,0.12,32,0.0
2015-01-07T04:00,-0.1,11.6,23.8,84,196,0.00,-2.4,0.00,0.8,0.377,0.10,30,0.0
2015-01-07T05:00,-0.1,11.1,20.9,84,209,0.00,-2.5,0.00,0.7,0.377,0.10,70,0.0
2015-01-07T06:00,0.1,11.0,19.8,85,212,0.00,-2.2,0.00,0.7,0.377,0.09,97,0.0
2015-01-07T07:00,0.4,11.2,20.2,89,220,0.00,-1.2,0.00,0.8,0.376,0.07,100,0.0
2015-01-07T08:00,0.8,11.7,20.9,93,225,0.01,-0.2,0.00,0.8,0.376,0.05,100,2.0
2015-01-07T09:00,1.3,11.8,21.2,95,232,0.01,0.6,0.30,1.0,0.378,0.03,100,6.0
2015-01-07T10:00,2.3,12.6,22.7,96,246,0.02,1.7,0.30,1.3,0.380,0.03,100,25.0
2015-01-07T11:00,3.3,13.4,25.2,96,264,0.02,2.7,0.00,1.9,0.381,0.03,100,36.0
2015-01-07T12:00,4.1,14.1,28.8,95,274,0.02,3.4,0.00,2.6,0.381,0.04,91,55.0
2015-01-07T13:00,4.6,13.0,29.5,93,276,0.03,3.6,0.00,3.0,0.381,0.06,69,59.0
2015-01-07T14:00,4.7,11.6,29.5,92,265,0.02,3.5,0.00,3.2,0.382,0.07,47,40.0
2015-01-07T15:00,4.4,11.6,27.7,93,254,0.01,3.3,0.00,3.1,0.382,0.06,38,12.0
2015-01-07T16:00,4.1,11.8,25.9,94,247,0.00,3.1,0.00,3.0,0.382,0.05,41,0.0
2015-01-07T17:00,3.9,13.2,25.9,93,248,0.00,2.9,0.00,3.0,0.381,0.06,72,0.0
2015-01-07T18:00,3.6,14.6,26.6,93,250,0.00,2.6,0.00,2.9,0.381,0.05,100,0.0
2015-01-07T19:00,3.5,14.7,28.4,93,248,0.00,2.5,0.00,2.8,0.381,0.05,100,0.0
2015-01-07T20:00,3.1,13.7,28.1,92,240,0.00,2.0,0.00,2.6,0.381,0.06,96,0.0
2015-01-07T21:00,2.6,13.0,25.9,92,231,0.00,1.4,0.00,2.4,0.380,0.06,95,0.0
2015-01-07T22:00,2.0,13.5,25.2,92,226,0.00,0.8,0.00,2.1,0.379,0.06,94,0.0
2015-01-07T23:00,1.6,14.8,28.1,91,223,0.00,0.3,0.00,1.8,0.379,0.06,99,0.0
2015-01-08T00:00,1.3,15.3,29.2,90,221,0.00,-0.1,0.00,1.6,0.378,0.06,100,0.0
2015-01-08T01:00,1.0,15.6,29.2,90,220,0.00,-0.5,0.00,1.5,0.378,0.07,100,0.0
2015-01-08T02:00,0.8,15.8,29.2,90,215,0.00,-0.6,0.00,1.4,0.377,0.06,96,0.0
2015-01-08T03:00,1.0,16.1,30.6,90,214,0.00,-0.5,0.00,1.4,0.377,0.07,100,0.0
2015-01-08T04:00,1.2,16.7,31.3,88,213,0.00,-0.5,0.00,1.5,0.376,0.08,100,0.0
2015-01-08T05:00,1.3,16.9,31.3,88,214,0.00,-0.5,0.00,1.6,0.376,0.08,100,0.0
2015-01-08T06:00,1.4,16.1,30.6,86,209,0.01,-0.7,0.00,1.6,0.376,0.10,100,0.0
2015-01-08T07:00,1.7,16.6,31.0,85,210,0.01,-0.5,0.20,1.7,0.377,0.10,100,0.0
2015-01-08T08:00,1.7,16.7,31.3,88,213,0.02,-0.2,0.20,1.8,0.378,0.09,100,2.0
2015-01-08T09:00,1.7,17.2,33.1,92,209,0.02,0.6,0.30,1.9,0.383,0.06,100,7.0
2015-01-08T10:00,2.4,17.7,34.6,92,209,0.02,1.2,0.20,2.1,0.385,0.06,100,14.0
2015-01-08T11:00,3.1,18.9,36.0,92,215,0.02,1.9,0.00,2.4,0.386,0.07,100,20.0
2015-01-08T12:00,3.7,18.7,36.7,91,220,0.02,2.3,0.00,2.6,0.386,0.08,100,15.0
2015-01-08T13:00,4.2,17.6,36.7,91,221,0.02,2.8,0.00,2.9,0.385,0.07,100,16.0
2015-01-08T14:00,4.6,17.6,36.0,92,215,0.02,3.3,0.00,3.1,0.385,0.07,100,13.0
2015-01-08T15:00,4.8,18.8,34.6,92,216,0.02,3.7,0.00,3.3,0.385,0.07,100,4.0
2015-01-08T16:00,5.0,19.0,34.2,94,217,0.00,4.1,0.20,3.4,0.387,0.05,100,0.0
2015-01-08T17:00,5.4,18.9,35.6,94,222,0.00,4.5,1.50,3.6,0.407,0.05,100,0.0
2015-01-08T18:00,5.8,19.1,36.0,94,229,0.00,4.9,2.00,3.8,0.431,0.06,100,0.0
2015-01-08T19:00,6.2,19.3,45.7,95,241,0.00,5.4,1.60,4.0,0.436,0.05,100,0.0
2015-01-08T20:00,6.4,20.5,38.5,95,259,0.00,5.6,1.40,4.2,0.431,0.05,100,0.0
2015-01-08T21:00,6.1,23.4,45.0,95,281,0.00,5.3,1.40,4.3,0.437,0.05,100,0.0
2015-01-08T22:00,5.2,25.0,47.2,97,295,0.00,4.7,1.00,4.2,0.428,0.03,100,0.0
2015-01-08T23:00,5.1,25.2,47.9,94,289,0.00,4.2,0.40,4.0,0.424,0.05,95,0.0
2015-01-09T00:00,5.0,24.3,47.5,90,276,0.01,3.5,0.00,3.9,0.419,0.08,36,0.0
2015-01-09T01:00,4.8,26.3,48.2,90,267,0.01,3.2,0.00,3.7,0.416,0.09,51,0.0
2015-01-09T02:00,4.6,26.2,48.6,89,261,0.01,3.0,0.00,3.6,0.413,0.09,66,0.0
2015-01-09T03:00,4.3,26.2,48.6,89,254,0.01,2.7,0.00,3.5,0.411,0.09,100,0.0
2015-01-09T04:00,4.4,26.4,49.3,88,246,0.01,2.7,0.00,3.5,0.409,0.10,100,0.0
2015-01-09T05:00,4.7,27.4,50.0,87,242,0.01,2.7,0.00,3.6,0.408,0.11,99,0.0
2015-01-09T06:00,4.9,27.2,51.1,85,244,0.02,2.6,0.00,3.7,0.407,0.13,92,0.0
2015-01-09T07:00,5.2,24.6,51.1,81,232,0.02,2.2,0.00,3.8,0.406,0.17,100,0.0
2015-01-09T08:00,5.4,26.3,48.6,78,220,0.04,1.8,0.00,3.8,0.405,0.20,100,4.0
2015-01-09T09:00,6.0,31.4,58.7,74,228,0.06,1.7,0.00,4.1,0.404,0.24,100,34.0
2015-01-09T10:00,6.7,32.7,63.0,73,236,0.07,2.2,0.20,4.5,0.404,0.26,100,33.0
2015-01-09T11:00,7.6,34.3,67.0,70,243,0.08,2.4,0.00,4.8,0.403,0.32,100,45.0
2015-01-09T12:00,8.1,40.0,81.0,70,251,0.09,3.0,0.40,5.3,0.405,0.32,89,85.0
2015-01-09T13:00,8.0,41.8,98.3,77,259,0.07,4.2,0.70,5.4,0.409,0.25,100,69.0
2015-01-09T14:00,7.8,41.1,101.9,84,268,0.05,5.2,0.60,5.5,0.412,0.17,100,37.0
2015-01-09T15:00,7.2,37.8,100.1,86,281,0.04,5.0,1.00,5.3,0.421,0.14,98,18.0
2015-01-09T16:00,6.2,33.0,91.4,86,281,0.02,4.0,0.20,5.0,0.419,0.14,100,0.0
2015-01-09T17:00,6.4,32.1,65.2,81,279,0.03,3.4,0.00,4.8,0.415,0.18,100,0.0
2015-01-09T18:00,6.4,32.6,66.6,78,276,0.04,2.8,0.00,4.7,0.413,0.21,100,0.0
2015-01-09T19:00,6.4,32.2,61.6,85,276,0.02,4.0,0.00,4.8,0.411,0.15,100,0.0
2015-01-09T20:00,6.4,31.9,60.8,83,276,0.03,3.7,0.00,4.8,0.409,0.17,100,0.0
2015-01-09T21:00,6.5,31.7,60.1,82,271,0.03,3.6,0.00,4.8,0.408,0.18,97,0.0
2015-01-09T22:00,6.4,26.6,60.1,83,269,0.02,3.7,0.00,4.8,0.406,0.17,100,0.0
2015-01-09T23:00,6.6,26.3,59.4,82,270,0.02,3.7,0.00,5.0,0.405,0.18,100,0.0
2015-01-10T00:00,6.5,23.1,56.9,81,265,0.02,3.5,0.00,5.1,0.404,0.18,99,0.0
2015-01-10T01:00,6.3,19.6,49.0,83,264,0.02,3.7,0.00,5.0,0.403,0.16,100,0.0
2015-01-10T02:00,6.2,15.2,37.8,86,263,0.01,4.1,0.10,5.0,0.403,0.13,100,0.0
2015-01-10T03:00,6.0,12.6,26.3,92,246,0.00,4.8,0.60,5.0,0.408,0.07,100,0.0
2015-01-10T04:00,6.1,12.4,21.2,94,234,0.00,5.2,0.80,5.1,0.417,0.05,100,0.0
2015-01-10T05:00,6.9,14.6,24.8,96,237,0.00,6.2,1.40,5.3,0.432,0.04,100,0.0
2015-01-10T06:00,9.2,20.7,37.4,95,262,0.00,8.5,0.90,6.0,0.432,0.05,100,0.0
2015-01-10T07:00,11.0,25.3,46.4,93,265,0.00,9.9,0.00,6.7,0.423,0.09,100,0.0
2015-01-10T08:00,11.5,28.8,54.0,92,257,0.03,10.3,0.00,7.2,0.419,0.10,100,1.0
2015-01-10T09:00,11.6,29.5,55.8,92,254,0.03,10.3,0.00,7.5,0.416,0.11,100,11.0
2015-01-10T10:00,11.6,29.7,57.6,91,253,0.04,10.2,0.10,7.7,0.414,0.13,100,19.0
2015-01-10T11:00,11.6,31.7,62.3,89,253,0.04,9.8,0.00,7.9,0.413,0.15,100,25.0
2015-01-10T12:00,11.2,35.1,68.4,85,255,0.05,8.7,0.10,7.8,0.411,0.20,98,38.0
2015-01-10T13:00,10.8,35.5,70.2,81,257,0.06,7.7,0.00,7.8,0.410,0.25,100,42.0
2015-01-10T14:00,10.7,36.7,71.3,79,254,0.07,7.2,0.00,7.7,0.409,0.28,100,18.0
2015-01-10T15:00,10.9,38.2,72.7,77,254,0.07,6.9,0.00,7.8,0.408,0.31,100,4.0
2015-01-10T16:00,10.5,38.8,87.5,80,263,0.06,7.2,0.60,7.8,0.412,0.25,96,0.0
2015-01-10T17:00,8.4,37.2,79.9,77,289,0.05,4.6,0.60,7.1,0.414,0.25,97,0.0
2015-01-10T18:00,7.3,35.5,68.8,68,280,0.06,1.9,0.00,6.3,0.412,0.33,96,0.0
2015-01-10T19:00,6.4,34.5,67.3,67,278,0.06,0.8,0.00,6.0,0.410,0.32,35,0.0
2015-01-10T20:00,5.8,34.9,65.9,59,278,0.08,-1.5,0.00,5.6,0.408,0.38,4,0.0
